trade_id,timestamp,symbol,direction,status,gate_combo_tag,rejection_reason,outcome,margin_allocated,leverage,notional_position,dynamic_tp_pct,dynamic_sl_pct,actual_mfe_pct,actual_mae_pct,gross_return_pct,gross_pnl,fees_paid,slippage_cost,friction_tax,net_pnl,account_equity,drawdown_pct,date_utc
1,2026-07-26 22:00:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,150.0,3.0,450.0,1.04,0.87,0.55,-0.46,-0.4,-1.8,0.36,0.45,0.81,-2.61,9997.39,0.03,2026-07-26
2,2026-07-27 01:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.96,1.0,149.96,0.54,0.65,0.33,-0.22,-0.03,-0.04,0.12,0.15,0.27,-0.31,9997.08,0.03,2026-07-27
3,2026-07-27 01:30:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.96,1.0,149.96,0.7,0.37,0.24,-0.13,-0.22,-0.33,0.12,0.15,0.27,-0.6,9996.48,0.04,2026-07-27
4,2026-07-27 04:30:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.98,1.0,49.98,0.67,0.36,0.01,-0.26,0.0,0.0,0.04,0.05,0.09,-0.09,9996.39,0.04,2026-07-27
5,2026-07-27 04:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.95,1.0,149.95,0.32,0.31,0.0,-0.25,0.0,0.0,0.12,0.15,0.27,-0.27,9996.12,0.04,2026-07-27
6,2026-07-27 05:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.98,1.0,49.98,0.61,0.26,0.64,-0.19,0.61,0.3,0.04,0.05,0.09,0.21,9996.33,0.04,2026-07-27
7,2026-07-27 05:45:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.94,1.0,149.94,0.68,0.44,0.78,-0.41,0.68,1.02,0.12,0.15,0.27,0.75,9997.08,0.03,2026-07-27
8,2026-07-27 07:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.96,1.0,149.96,0.43,0.47,0.19,-0.16,-0.19,-0.28,0.12,0.15,0.27,-0.55,9996.52,0.03,2026-07-27
9,2026-07-27 08:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.95,3.0,449.84,0.7,0.77,0.58,-0.39,-0.22,-0.99,0.36,0.45,0.81,-1.8,9994.72,0.05,2026-07-27
10,2026-07-27 08:00:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.92,1.0,149.92,0.64,0.41,0.25,-0.13,-0.1,-0.15,0.12,0.15,0.27,-0.42,9994.3,0.06,2026-07-27
11,2026-07-27 08:15:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.97,1.0,49.97,0.47,0.47,0.34,-0.05,-0.25,-0.12,0.04,0.05,0.09,-0.21,9994.09,0.06,2026-07-27
12,2026-07-27 10:30:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.97,1.0,49.97,1.14,0.5,1.11,-0.52,0.37,0.18,0.04,0.05,0.09,0.09,9994.18,0.06,2026-07-27
13,2026-07-27 10:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.97,1.0,49.97,0.56,0.39,0.03,-0.12,-0.24,-0.12,0.04,0.05,0.09,-0.21,9993.97,0.06,2026-07-27
14,2026-07-27 11:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.97,1.0,49.97,0.44,0.38,0.01,-0.27,0.0,0.0,0.04,0.05,0.09,-0.09,9993.88,0.06,2026-07-27
15,2026-07-27 11:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.91,1.0,149.91,0.36,0.42,0.45,-0.21,0.36,0.55,0.12,0.15,0.27,0.28,9994.16,0.06,2026-07-27
16,2026-07-27 11:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.91,1.0,149.91,0.69,0.58,0.48,-0.5,-0.73,-1.09,0.12,0.15,0.27,-1.36,9992.79,0.07,2026-07-27
17,2026-07-27 11:30:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.89,1.0,149.89,0.41,0.52,0.87,-0.23,0.41,0.61,0.12,0.15,0.27,0.34,9993.14,0.07,2026-07-27
18,2026-07-27 12:45:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.9,3.0,449.69,0.26,1.14,0.12,-0.23,-0.34,-1.53,0.36,0.45,0.81,-2.34,9990.8,0.09,2026-07-27
19,2026-07-27 13:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.86,1.0,149.86,1.63,0.49,0.04,-0.33,0.0,0.0,0.12,0.15,0.27,-0.27,9990.53,0.09,2026-07-27
20,2026-07-27 13:30:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.86,3.0,449.57,0.45,1.46,0.12,-1.04,-0.66,-2.97,0.36,0.45,0.81,-3.78,9986.75,0.13,2026-07-27
21,2026-07-27 13:45:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.93,1.0,49.93,0.32,0.55,0.77,-0.05,0.32,0.16,0.04,0.05,0.09,0.07,9986.82,0.13,2026-07-27
22,2026-07-27 13:45:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.93,1.0,49.93,0.28,0.73,0.54,-0.1,0.28,0.14,0.04,0.05,0.09,0.05,9986.87,0.13,2026-07-27
23,2026-07-27 14:00:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.8,1.0,149.8,0.9,0.68,0.14,-0.41,0.0,0.0,0.12,0.15,0.27,-0.27,9986.61,0.13,2026-07-27
24,2026-07-27 14:15:00+00:00,ETHUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.8,1.0,149.8,1.15,1.27,0.97,-1.43,-0.54,-0.81,0.12,0.15,0.27,-1.08,9985.53,0.14,2026-07-27
25,2026-07-27 14:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.78,3.0,449.35,2.02,1.28,1.36,-1.28,-0.17,-0.76,0.36,0.45,0.81,-1.57,9983.95,0.16,2026-07-27
26,2026-07-27 14:15:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.76,1.0,149.76,2.35,0.84,4.72,-0.99,2.35,3.52,0.12,0.15,0.27,3.25,9987.2,0.13,2026-07-27
27,2026-07-27 14:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.81,1.0,149.81,1.59,0.6,0.7,-0.81,-0.2,-0.3,0.12,0.15,0.27,-0.57,9986.63,0.13,2026-07-27
28,2026-07-27 14:15:00+00:00,SOLUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.93,1.0,49.93,2.0,1.22,1.04,-1.56,-0.21,-0.1,0.04,0.05,0.09,-0.19,9986.44,0.14,2026-07-27
29,2026-07-27 17:45:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.93,1.0,49.93,0.66,0.36,0.09,-0.41,-0.18,-0.09,0.04,0.05,0.09,-0.18,9986.26,0.14,2026-07-27
30,2026-07-27 19:15:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.79,1.0,149.79,1.06,0.78,0.24,-0.16,-0.45,-0.67,0.12,0.15,0.27,-0.94,9985.32,0.15,2026-07-27
31,2026-07-27 20:00:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.93,1.0,49.93,0.18,0.6,0.32,-0.13,0.18,0.09,0.04,0.05,0.09,-0.0,9985.32,0.15,2026-07-27
32,2026-07-27 20:15:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.78,1.0,149.78,0.26,0.7,0.11,-0.39,-0.36,-0.54,0.12,0.15,0.27,-0.81,9984.51,0.15,2026-07-27
33,2026-07-27 21:15:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.92,1.0,49.92,2.4,0.54,3.6,-0.42,2.4,1.2,0.04,0.05,0.09,1.11,9985.62,0.14,2026-07-27
34,2026-07-27 21:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.78,1.0,149.78,1.42,0.21,2.73,-0.12,1.42,2.13,0.12,0.15,0.27,1.86,9987.48,0.13,2026-07-27
35,2026-07-27 21:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.81,1.0,149.81,1.38,0.42,3.53,-0.13,1.38,2.06,0.12,0.15,0.27,1.79,9989.27,0.11,2026-07-27
36,2026-07-27 22:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.84,1.0,149.84,2.43,0.37,3.72,-0.18,2.43,3.64,0.12,0.15,0.27,3.37,9992.64,0.07,2026-07-27
37,2026-07-28 06:15:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.96,1.0,49.96,0.25,0.29,0.23,-0.15,-0.04,-0.02,0.04,0.05,0.09,-0.11,9992.53,0.07,2026-07-28
38,2026-07-28 06:30:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.89,1.0,149.89,0.41,0.43,0.16,-0.17,-0.12,-0.18,0.12,0.15,0.27,-0.45,9992.08,0.08,2026-07-28
39,2026-07-28 06:45:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.88,1.0,149.88,0.44,0.66,0.14,-0.16,-0.37,-0.55,0.12,0.15,0.27,-0.82,9991.26,0.09,2026-07-28
40,2026-07-28 08:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.87,1.0,149.87,0.86,0.37,0.0,-0.22,0.0,0.0,0.12,0.15,0.27,-0.27,9990.99,0.09,2026-07-28
41,2026-07-28 08:15:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.86,1.0,149.86,0.31,0.35,0.06,-0.23,-0.01,-0.01,0.12,0.15,0.27,-0.28,9990.71,0.09,2026-07-28
42,2026-07-28 08:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.86,1.0,149.86,0.67,0.18,0.05,-0.13,-0.11,-0.16,0.12,0.15,0.27,-0.43,9990.27,0.1,2026-07-28
43,2026-07-28 09:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.85,1.0,149.85,0.75,0.26,0.12,-0.12,0.0,0.0,0.12,0.15,0.27,-0.27,9990.0,0.1,2026-07-28
44,2026-07-28 09:15:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.85,1.0,149.85,0.28,0.36,0.05,-0.08,0.0,0.0,0.12,0.15,0.27,-0.27,9989.73,0.1,2026-07-28
45,2026-07-28 09:15:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.95,1.0,49.95,0.38,0.39,0.11,-0.1,-0.07,-0.03,0.04,0.05,0.09,-0.12,9989.61,0.1,2026-07-28
46,2026-07-28 09:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.84,1.0,149.84,0.7,0.38,0.07,-0.1,0.0,0.0,0.12,0.15,0.27,-0.27,9989.34,0.11,2026-07-28
47,2026-07-28 09:30:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.84,1.0,149.84,0.3,0.4,0.04,-0.19,0.0,0.0,0.12,0.15,0.27,-0.27,9989.07,0.11,2026-07-28
48,2026-07-28 09:30:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.84,1.0,149.84,0.66,0.26,0.56,-0.13,-0.04,-0.06,0.12,0.15,0.27,-0.33,9988.74,0.11,2026-07-28
49,2026-07-28 09:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.94,1.0,49.94,0.17,0.31,0.1,-0.06,0.0,0.0,0.04,0.05,0.09,-0.09,9988.65,0.11,2026-07-28
50,2026-07-28 09:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.94,1.0,49.94,0.97,0.45,0.51,-0.2,-0.08,-0.04,0.04,0.05,0.09,-0.13,9988.52,0.11,2026-07-28
51,2026-07-28 09:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.83,1.0,149.83,0.79,0.32,0.16,-0.26,-0.13,-0.19,0.12,0.15,0.27,-0.46,9988.05,0.12,2026-07-28
52,2026-07-28 09:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.82,1.0,149.82,0.68,0.41,1.3,-0.29,0.68,1.02,0.12,0.15,0.27,0.75,9988.8,0.11,2026-07-28
53,2026-07-28 12:45:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.83,1.0,149.83,1.23,0.98,0.2,-0.56,-1.22,-1.83,0.12,0.15,0.27,-2.1,9986.7,0.13,2026-07-28
54,2026-07-28 12:45:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.93,1.0,49.93,0.7,0.53,0.1,-0.2,-0.14,-0.07,0.04,0.05,0.09,-0.16,9986.54,0.13,2026-07-28
55,2026-07-28 12:45:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.93,1.0,49.93,0.4,0.44,0.07,-0.18,-0.05,-0.02,0.04,0.05,0.09,-0.11,9986.43,0.14,2026-07-28
56,2026-07-28 13:15:00+00:00,SOLUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.93,1.0,49.93,0.52,0.74,0.89,-0.42,0.52,0.26,0.04,0.05,0.09,0.17,9986.6,0.13,2026-07-28
57,2026-07-28 13:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.8,1.0,149.8,0.58,0.55,0.9,-0.33,0.58,0.87,0.12,0.15,0.27,0.6,9987.2,0.13,2026-07-28
58,2026-07-28 13:45:00+00:00,ETHUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.81,1.0,149.81,0.7,0.97,0.92,-0.11,0.7,1.04,0.12,0.15,0.27,0.77,9987.97,0.12,2026-07-28
59,2026-07-28 14:45:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,149.82,1.0,149.82,1.35,0.77,2.16,-0.24,1.35,2.02,0.12,0.15,0.27,1.75,9989.71,0.1,2026-07-28
60,2026-07-28 15:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.95,1.0,49.95,0.46,0.71,1.17,-0.32,0.46,0.23,0.04,0.05,0.09,0.14,9989.86,0.1,2026-07-28
61,2026-07-28 15:00:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.95,1.0,49.95,0.86,1.14,1.22,-0.52,0.86,0.43,0.04,0.05,0.09,0.34,9990.2,0.1,2026-07-28
62,2026-07-28 15:15:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.85,3.0,449.56,1.0,1.61,0.85,-1.06,-0.2,-0.9,0.36,0.45,0.81,-1.71,9988.49,0.12,2026-07-28
63,2026-07-28 15:15:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.94,1.0,49.94,0.57,1.02,0.54,-0.6,0.05,0.02,0.04,0.05,0.09,-0.06,9988.42,0.12,2026-07-28
64,2026-07-28 18:30:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.83,1.0,149.83,0.89,0.34,0.11,-0.15,-0.12,-0.18,0.12,0.15,0.27,-0.45,9987.97,0.12,2026-07-28
65,2026-07-28 19:15:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.94,1.0,49.94,0.07,0.39,3.26,-0.17,0.07,0.04,0.04,0.05,0.09,-0.05,9987.92,0.12,2026-07-28
66,2026-07-28 22:30:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.94,1.0,49.94,0.94,0.6,1.41,-0.58,0.94,0.47,0.04,0.05,0.09,0.38,9988.3,0.12,2026-07-28
67,2026-07-28 22:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.82,3.0,449.47,0.55,0.97,0.44,-0.5,-0.77,-3.46,0.36,0.45,0.81,-4.27,9984.03,0.16,2026-07-28
68,2026-07-28 23:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.76,1.0,149.76,0.7,0.47,0.1,-0.25,-0.45,-0.67,0.12,0.15,0.27,-0.94,9983.09,0.17,2026-07-28
69,2026-07-28 23:00:00+00:00,ETHUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.75,1.0,149.75,0.63,0.74,0.23,-0.21,-0.51,-0.76,0.12,0.15,0.27,-1.03,9982.05,0.18,2026-07-28
70,2026-07-28 23:45:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.73,1.0,149.73,0.59,0.69,0.33,-0.29,-0.26,-0.39,0.12,0.15,0.27,-0.66,9981.39,0.19,2026-07-28
71,2026-07-29 00:00:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.72,3.0,449.16,0.4,0.79,0.34,-0.14,-0.56,-2.52,0.36,0.45,0.81,-3.32,9978.07,0.22,2026-07-29
72,2026-07-29 00:00:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.89,1.0,49.89,0.09,0.64,0.28,-0.16,0.09,0.05,0.04,0.05,0.09,-0.04,9978.02,0.22,2026-07-29
73,2026-07-29 01:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.67,1.0,149.67,1.06,0.5,1.36,-0.48,1.06,1.58,0.12,0.15,0.27,1.31,9979.34,0.21,2026-07-29
74,2026-07-29 01:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.69,1.0,149.69,0.99,0.34,0.07,-0.26,-0.2,-0.3,0.12,0.15,0.27,-0.57,9978.77,0.21,2026-07-29
75,2026-07-29 01:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.68,1.0,149.68,0.88,0.69,0.23,-0.26,-0.67,-1.0,0.12,0.15,0.27,-1.27,9977.5,0.23,2026-07-29
76,2026-07-29 02:15:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.89,1.0,49.89,0.24,0.46,0.17,-0.53,-0.35,-0.17,0.04,0.05,0.09,-0.26,9977.23,0.23,2026-07-29
77,2026-07-29 02:30:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.66,1.0,149.66,0.46,0.52,0.17,-0.2,-0.18,-0.27,0.12,0.15,0.27,-0.54,9976.69,0.23,2026-07-29
78,2026-07-29 03:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.65,1.0,149.65,0.91,0.58,0.88,-0.41,0.01,0.01,0.12,0.15,0.27,-0.25,9976.44,0.24,2026-07-29
79,2026-07-29 03:30:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.65,1.0,149.65,0.83,0.28,0.28,-0.15,-0.3,-0.45,0.12,0.15,0.27,-0.72,9975.72,0.24,2026-07-29
80,2026-07-29 05:00:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.88,1.0,49.88,0.45,0.38,1.17,-0.17,0.45,0.22,0.04,0.05,0.09,0.13,9975.85,0.24,2026-07-29
81,2026-07-29 05:45:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.64,1.0,149.64,0.92,0.5,0.69,-0.19,0.2,0.3,0.12,0.15,0.27,0.03,9975.88,0.24,2026-07-29
82,2026-07-29 05:45:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.88,1.0,49.88,0.9,0.5,0.88,-0.2,0.38,0.19,0.04,0.05,0.09,0.1,9975.98,0.24,2026-07-29
83,2026-07-29 06:15:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.64,1.0,149.64,1.0,0.69,0.28,-0.55,-0.27,-0.4,0.12,0.15,0.27,-0.67,9975.31,0.25,2026-07-29
84,2026-07-29 10:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.63,1.0,149.63,0.67,0.64,0.82,-0.26,0.67,1.01,0.12,0.15,0.27,0.74,9976.05,0.24,2026-07-29
85,2026-07-29 11:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.64,1.0,149.64,0.67,0.46,1.38,-0.17,0.67,1.0,0.12,0.15,0.27,0.73,9976.78,0.23,2026-07-29
86,2026-07-29 11:30:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.65,1.0,149.65,0.76,0.69,1.67,-0.17,0.76,1.14,0.12,0.15,0.27,0.87,9977.64,0.22,2026-07-29
87,2026-07-29 12:00:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.89,1.0,49.89,1.19,0.51,1.19,-0.23,0.54,0.27,0.04,0.05,0.09,0.18,9977.82,0.22,2026-07-29
88,2026-07-29 12:30:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.67,1.0,149.67,0.76,0.31,0.3,-0.08,-0.23,-0.34,0.12,0.15,0.27,-0.61,9977.21,0.23,2026-07-29
89,2026-07-29 13:45:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.89,1.0,49.89,0.29,0.81,0.0,-0.54,0.0,0.0,0.04,0.05,0.09,-0.09,9977.12,0.23,2026-07-29
