trade_id,timestamp,symbol,direction,status,gate_combo_tag,rejection_reason,outcome,margin_allocated,leverage,notional_position,dynamic_tp_pct,dynamic_sl_pct,actual_mfe_pct,actual_mae_pct,gross_return_pct,gross_pnl,fees_paid,slippage_cost,friction_tax,net_pnl,account_equity,drawdown_pct,date_utc
771,2026-08-22 08:30:00+00:00,XRPUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.91,3.0,446.72,2.62,2.86,6.26,-1.33,2.62,11.71,0.36,0.45,0.8,10.91,9938.12,0.62,2026-08-22
772,2026-08-22 12:45:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.07,1.0,149.07,1.05,0.47,0.21,-0.26,0.08,0.12,0.12,0.15,0.27,-0.15,9937.97,0.62,2026-08-22
773,2026-08-22 12:45:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.69,1.0,49.69,0.93,0.5,0.11,-0.05,-0.17,-0.08,0.04,0.05,0.09,-0.17,9937.8,0.62,2026-08-22
774,2026-08-22 12:45:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.69,1.0,49.69,1.26,0.86,0.5,-0.31,0.04,0.02,0.04,0.05,0.09,-0.07,9937.73,0.62,2026-08-22
775,2026-08-22 13:00:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.07,3.0,447.2,2.19,1.41,0.62,-0.22,-0.78,-3.49,0.36,0.45,0.8,-4.29,9933.44,0.67,2026-08-22
776,2026-08-22 13:30:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.0,1.0,149.0,0.01,0.4,0.04,-0.05,0.01,0.02,0.12,0.15,0.27,-0.25,9933.19,0.67,2026-08-22
777,2026-08-22 13:45:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.67,1.0,49.67,0.88,0.43,0.09,-0.18,0.0,0.0,0.04,0.05,0.09,-0.09,9933.1,0.67,2026-08-22
778,2026-08-22 14:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.0,1.0,149.0,0.14,0.63,0.19,-0.36,0.14,0.21,0.12,0.15,0.27,-0.06,9933.04,0.67,2026-08-22
779,2026-08-22 14:00:00+00:00,ETHUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.0,1.0,149.0,0.59,0.79,0.54,-0.53,-0.16,-0.24,0.12,0.15,0.27,-0.51,9932.53,0.67,2026-08-22
780,2026-08-22 14:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.99,3.0,446.96,0.98,1.26,1.39,-0.41,0.98,4.38,0.36,0.45,0.8,3.58,9936.11,0.64,2026-08-22
781,2026-08-22 14:30:00+00:00,SOLUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.68,1.0,49.68,0.99,1.28,0.5,-0.8,-0.63,-0.31,0.04,0.05,0.09,-0.4,9935.71,0.64,2026-08-22
782,2026-08-22 16:30:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.68,1.0,49.68,2.34,1.46,0.32,-0.77,-1.05,-0.52,0.04,0.05,0.09,-0.61,9935.1,0.65,2026-08-22
783,2026-08-22 16:30:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.03,3.0,447.08,2.79,1.77,3.87,-0.71,2.79,12.46,0.36,0.45,0.8,11.65,9946.75,0.53,2026-08-22
784,2026-08-22 16:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.73,1.0,49.73,1.3,0.7,0.2,-0.32,-0.45,-0.22,0.04,0.05,0.09,-0.31,9946.44,0.54,2026-08-22
785,2026-08-22 17:00:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.2,1.0,149.2,1.12,0.5,0.85,-0.28,-0.47,-0.7,0.12,0.15,0.27,-0.97,9945.47,0.55,2026-08-22
786,2026-08-22 18:00:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.73,1.0,49.73,2.19,1.4,2.3,-0.26,2.19,1.09,0.04,0.05,0.09,1.0,9946.46,0.54,2026-08-22
787,2026-08-22 21:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.2,1.0,149.2,0.75,0.51,0.76,-0.04,0.75,1.12,0.12,0.15,0.27,0.86,9947.32,0.53,2026-08-22
788,2026-08-22 21:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.21,1.0,149.21,0.26,0.29,0.53,-0.03,0.26,0.39,0.12,0.15,0.27,0.12,9947.44,0.53,2026-08-22
789,2026-08-22 21:15:00+00:00,SOLUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.74,1.0,49.74,0.85,0.84,1.33,-0.13,0.85,0.42,0.04,0.05,0.09,0.33,9947.78,0.52,2026-08-22
790,2026-08-22 21:30:00+00:00,XRPUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.22,3.0,447.65,2.15,2.18,1.38,-1.25,-1.05,-4.7,0.36,0.45,0.81,-5.51,9942.27,0.58,2026-08-22
791,2026-08-22 22:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.13,3.0,447.4,1.57,1.43,1.44,-0.15,-1.17,-5.23,0.36,0.45,0.81,-6.04,9936.23,0.64,2026-08-22
792,2026-08-23 00:30:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.68,1.0,49.68,2.11,2.57,0.89,-2.14,-2.22,-1.1,0.04,0.05,0.09,-1.19,9935.04,0.65,2026-08-23
793,2026-08-23 00:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.68,1.0,49.68,1.05,0.27,0.15,-0.14,-0.14,-0.07,0.04,0.05,0.09,-0.16,9934.88,0.65,2026-08-23
794,2026-08-23 00:30:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.02,1.0,149.02,0.77,0.41,0.33,-0.05,-0.17,-0.25,0.12,0.15,0.27,-0.52,9934.36,0.66,2026-08-23
795,2026-08-23 00:45:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.02,3.0,447.05,1.98,1.7,0.43,-0.51,-2.41,-10.77,0.36,0.45,0.8,-11.58,9922.78,0.77,2026-08-23
796,2026-08-23 00:45:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.61,1.0,49.61,2.33,2.33,0.39,-2.45,-2.13,-1.06,0.04,0.05,0.09,-1.15,9921.63,0.78,2026-08-23
797,2026-08-23 02:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.82,1.0,148.82,0.73,0.68,2.41,-0.44,0.73,1.08,0.12,0.15,0.27,0.82,9922.45,0.78,2026-08-23
798,2026-08-23 02:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.84,3.0,446.51,1.65,1.56,3.19,-1.08,1.65,7.35,0.36,0.45,0.8,6.55,9929.0,0.71,2026-08-23
799,2026-08-23 02:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.93,1.0,148.93,0.28,0.22,1.99,-0.2,0.28,0.41,0.12,0.15,0.27,0.15,9929.14,0.71,2026-08-23
800,2026-08-23 03:15:00+00:00,XRPUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.94,3.0,446.81,1.74,1.32,2.77,-1.27,1.74,7.76,0.36,0.45,0.8,6.95,9936.09,0.64,2026-08-23
801,2026-08-23 03:30:00+00:00,SOLUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.68,1.0,49.68,1.48,1.61,2.06,-0.82,1.48,0.73,0.04,0.05,0.09,0.64,9936.74,0.63,2026-08-23
802,2026-08-23 08:15:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,149.05,1.0,149.05,1.1,0.75,3.23,-0.7,1.1,1.64,0.12,0.15,0.27,1.38,9938.12,0.62,2026-08-23
803,2026-08-23 08:15:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.69,1.0,49.69,2.27,1.71,4.91,-0.72,2.27,1.13,0.04,0.05,0.09,1.04,9939.15,0.61,2026-08-23
804,2026-08-23 08:30:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.09,3.0,447.26,1.79,1.42,3.46,-1.04,1.79,7.99,0.36,0.45,0.81,7.18,9946.34,0.54,2026-08-23
805,2026-08-23 09:00:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.73,1.0,49.73,1.36,0.88,2.79,-0.43,1.36,0.68,0.04,0.05,0.09,0.59,9946.93,0.53,2026-08-23
806,2026-08-23 09:15:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.73,1.0,49.73,0.77,0.41,1.96,-0.12,0.77,0.38,0.04,0.05,0.09,0.29,9947.22,0.53,2026-08-23
807,2026-08-23 16:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.21,3.0,447.62,1.31,1.17,0.24,-0.85,-0.49,-2.19,0.36,0.45,0.81,-3.0,9944.22,0.56,2026-08-23
808,2026-08-23 17:15:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.16,3.0,447.49,1.55,0.97,0.41,-0.64,-0.15,-0.67,0.36,0.45,0.81,-1.48,9942.74,0.57,2026-08-23
809,2026-08-23 18:00:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.14,3.0,447.42,1.63,1.38,0.21,-0.82,-0.83,-3.71,0.36,0.45,0.81,-4.52,9938.22,0.62,2026-08-23
810,2026-08-23 19:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.07,3.0,447.22,1.01,1.0,0.19,-0.13,0.0,0.0,0.36,0.45,0.8,-0.8,9937.42,0.63,2026-08-23
811,2026-08-23 19:15:00+00:00,XRPUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.06,3.0,447.18,1.49,1.29,0.67,-0.69,-0.19,-0.85,0.36,0.45,0.8,-1.65,9935.76,0.64,2026-08-23
812,2026-08-23 19:15:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.68,1.0,49.68,0.73,0.5,0.12,-0.07,0.0,0.0,0.04,0.05,0.09,-0.09,9935.68,0.64,2026-08-23
813,2026-08-23 19:30:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.04,3.0,447.11,1.59,0.92,0.0,-0.98,0.0,0.0,0.36,0.45,0.8,-0.8,9934.87,0.65,2026-08-23
814,2026-08-23 19:30:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.67,1.0,49.67,0.88,0.58,0.05,-0.49,0.0,0.0,0.04,0.05,0.09,-0.09,9934.78,0.65,2026-08-23
815,2026-08-23 19:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.02,3.0,447.07,1.09,1.08,0.44,-0.71,-0.43,-1.92,0.36,0.45,0.8,-2.73,9932.05,0.68,2026-08-23
816,2026-08-23 19:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.66,1.0,49.66,0.73,0.55,0.33,-0.42,0.0,0.0,0.04,0.05,0.09,-0.09,9931.96,0.68,2026-08-23
817,2026-08-23 20:45:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.98,3.0,446.94,1.34,0.79,1.82,-0.15,1.34,6.0,0.36,0.45,0.8,5.2,9937.16,0.63,2026-08-23
818,2026-08-23 21:00:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.69,1.0,49.69,2.03,1.65,1.72,-1.28,-0.58,-0.29,0.04,0.05,0.09,-0.38,9936.78,0.63,2026-08-23
819,2026-08-23 21:00:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.68,1.0,49.68,1.24,1.02,0.63,-0.61,-0.23,-0.11,0.04,0.05,0.09,-0.2,9936.58,0.63,2026-08-23
820,2026-08-24 00:00:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.68,1.0,49.68,0.98,0.62,1.83,-0.37,0.98,0.48,0.04,0.05,0.09,0.4,9936.97,0.63,2026-08-24
821,2026-08-24 00:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.05,3.0,447.16,1.54,1.37,2.12,-0.68,1.54,6.87,0.36,0.45,0.8,6.07,9943.04,0.57,2026-08-24
822,2026-08-24 00:15:00+00:00,XRPUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.15,3.0,447.44,2.07,1.5,2.53,-0.8,2.07,9.26,0.36,0.45,0.81,8.45,9951.5,0.49,2026-08-24
823,2026-08-24 00:30:00+00:00,ETHUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.27,1.0,149.27,0.88,0.78,0.07,-0.59,0.0,0.0,0.12,0.15,0.27,-0.27,9951.23,0.49,2026-08-24
824,2026-08-24 00:30:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.27,1.0,149.27,0.74,0.61,0.73,-0.62,-0.21,-0.31,0.12,0.15,0.27,-0.58,9950.65,0.49,2026-08-24
825,2026-08-24 00:45:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.26,1.0,149.26,1.29,0.87,0.08,-0.92,-0.45,-0.67,0.12,0.15,0.27,-0.94,9949.71,0.5,2026-08-24
826,2026-08-24 01:15:00+00:00,ETHUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.25,1.0,149.25,0.96,0.82,0.81,-0.39,-0.54,-0.81,0.12,0.15,0.27,-1.07,9948.63,0.51,2026-08-24
827,2026-08-24 05:00:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.23,3.0,447.69,1.86,1.45,0.15,-1.28,-1.26,-5.64,0.36,0.45,0.81,-6.45,9942.18,0.58,2026-08-24
828,2026-08-24 05:15:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,149.13,1.0,149.13,1.33,0.64,3.36,-0.58,1.33,1.99,0.12,0.15,0.27,1.72,9943.91,0.56,2026-08-24
829,2026-08-24 06:15:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.72,1.0,49.72,1.04,0.45,0.55,-0.17,-0.14,-0.07,0.04,0.05,0.09,-0.16,9943.75,0.56,2026-08-24
830,2026-08-24 06:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.16,3.0,447.47,1.09,1.26,1.35,-1.38,1.09,4.86,0.36,0.45,0.81,4.06,9947.81,0.52,2026-08-24
831,2026-08-24 07:00:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.74,1.0,49.74,1.81,1.41,0.13,-0.87,-1.35,-0.67,0.04,0.05,0.09,-0.76,9947.04,0.53,2026-08-24
832,2026-08-24 07:00:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.74,1.0,49.74,2.01,1.73,0.41,-1.12,-1.4,-0.7,0.04,0.05,0.09,-0.79,9946.26,0.54,2026-08-24
833,2026-08-24 07:45:00+00:00,SOLUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.73,1.0,49.73,0.89,0.81,0.9,-0.35,0.89,0.44,0.04,0.05,0.09,0.35,9946.61,0.53,2026-08-24
834,2026-08-24 07:45:00+00:00,XRPUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.2,3.0,447.6,1.65,1.18,1.53,-0.59,-0.26,-1.16,0.36,0.45,0.81,-1.97,9944.64,0.55,2026-08-24
835,2026-08-24 08:15:00+00:00,BTCUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.17,1.0,149.17,0.69,0.76,0.11,-0.42,-0.64,-0.95,0.12,0.15,0.27,-1.22,9943.42,0.57,2026-08-24
836,2026-08-24 09:15:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.72,1.0,49.72,1.63,0.99,3.14,-0.49,1.63,0.81,0.04,0.05,0.09,0.72,9944.14,0.56,2026-08-24
837,2026-08-24 09:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.72,1.0,49.72,0.98,0.52,3.27,-0.09,0.98,0.49,0.04,0.05,0.09,0.4,9944.54,0.55,2026-08-24
838,2026-08-24 10:00:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.72,1.0,49.72,1.95,1.5,2.86,-1.1,1.95,0.97,0.04,0.05,0.09,0.88,9945.42,0.55,2026-08-24
839,2026-08-24 11:30:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.18,3.0,447.54,2.14,1.99,0.74,-1.6,-1.95,-8.73,0.36,0.45,0.81,-9.53,9935.89,0.64,2026-08-24
840,2026-08-24 14:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.04,3.0,447.11,1.31,0.95,0.82,-0.11,-0.13,-0.58,0.36,0.45,0.8,-1.39,9934.5,0.65,2026-08-24
841,2026-08-24 14:30:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.02,3.0,447.05,1.34,1.17,0.74,-0.85,-0.89,-3.98,0.36,0.45,0.8,-4.78,9929.72,0.7,2026-08-24
842,2026-08-24 15:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.95,3.0,446.84,1.61,1.35,3.55,-1.16,1.61,7.2,0.36,0.45,0.8,6.4,9936.12,0.64,2026-08-24
843,2026-08-24 16:45:00+00:00,ETHUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.04,1.0,149.04,1.2,1.24,0.95,-0.52,-0.13,-0.19,0.12,0.15,0.27,-0.46,9935.66,0.64,2026-08-24
844,2026-08-24 17:15:00+00:00,SOLUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.68,1.0,49.68,1.48,1.68,0.12,-1.24,-1.09,-0.54,0.04,0.05,0.09,-0.63,9935.02,0.65,2026-08-24
845,2026-08-24 17:15:00+00:00,XRPUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.03,3.0,447.08,1.99,2.4,0.21,-1.83,-1.07,-4.78,0.36,0.45,0.8,-5.59,9929.44,0.71,2026-08-24
846,2026-08-24 17:30:00+00:00,BTCUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.94,1.0,148.94,0.78,0.86,0.19,-0.27,-0.44,-0.66,0.12,0.15,0.27,-0.92,9928.51,0.71,2026-08-24
847,2026-08-24 19:30:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.64,1.0,49.64,1.7,0.95,7.06,-0.55,1.7,0.85,0.04,0.05,0.09,0.76,9929.27,0.71,2026-08-24
848,2026-08-24 21:30:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.94,1.0,148.94,0.91,0.53,0.25,-0.14,-0.26,-0.39,0.12,0.15,0.27,-0.66,9928.61,0.71,2026-08-24
849,2026-08-24 21:45:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.64,1.0,49.64,0.58,0.39,0.08,-0.08,0.0,0.0,0.04,0.05,0.09,-0.09,9928.52,0.71,2026-08-24
850,2026-08-24 22:00:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.93,3.0,446.78,1.07,0.85,0.37,-0.12,-0.28,-1.25,0.36,0.45,0.8,-2.06,9926.47,0.74,2026-08-24
851,2026-08-24 22:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.9,1.0,148.9,0.31,0.29,0.31,-0.15,0.31,0.46,0.12,0.15,0.27,0.19,9926.66,0.73,2026-08-24
852,2026-08-24 22:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.9,3.0,446.7,0.89,0.74,0.39,-0.33,-0.19,-0.85,0.36,0.45,0.8,-1.65,9925.01,0.75,2026-08-24
853,2026-08-24 22:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.88,1.0,148.88,0.38,0.52,0.14,-0.24,-0.14,-0.21,0.12,0.15,0.27,-0.48,9924.53,0.75,2026-08-24
854,2026-08-24 23:15:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,148.87,1.0,148.87,0.99,0.54,1.99,-0.44,0.99,1.48,0.12,0.15,0.27,1.21,9925.74,0.74,2026-08-24
855,2026-08-24 23:30:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.89,3.0,446.66,0.99,0.91,3.41,-0.34,0.99,4.4,0.36,0.45,0.8,3.6,9929.34,0.71,2026-08-24
856,2026-08-24 23:45:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.65,1.0,49.65,0.77,0.42,0.11,-0.21,-0.04,-0.02,0.04,0.05,0.09,-0.11,9929.23,0.71,2026-08-24
857,2026-08-25 00:00:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.65,1.0,49.65,1.6,0.92,4.33,-0.75,1.6,0.79,0.04,0.05,0.09,0.7,9929.93,0.7,2026-08-25
858,2026-08-25 00:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.95,1.0,148.95,0.34,0.38,0.11,-0.21,0.0,0.0,0.12,0.15,0.27,-0.27,9929.67,0.7,2026-08-25
859,2026-08-25 00:30:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.65,1.0,49.65,1.4,0.87,2.39,-0.79,1.4,0.69,0.04,0.05,0.09,0.6,9930.27,0.7,2026-08-25
