trade_id,timestamp,symbol,direction,status,gate_combo_tag,rr_ratio,rejection_reason,outcome,margin_allocated,leverage,notional_position,dynamic_tp_pct,dynamic_sl_pct,actual_mfe_pct,actual_mae_pct,gross_return_pct,gross_pnl,fees_paid,slippage_cost,friction_tax,net_pnl,account_equity,drawdown_pct,shadow_net_pnl,date_utc
210,2026-08-02 15:15:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,3.84,None,TIME_CLOSE_EXIT,150.09,3.0,450.28,0.72,0.19,0.11,-0.01,0.0,0.0,0.36,0.45,0.81,-0.81,10005.39,0.34,,2026-08-02
211,2026-08-02 15:30:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,1.92,None,TIME_CLOSE_EXIT,150.08,5.0,750.4,0.54,0.28,0.22,-0.16,-0.21,-1.58,0.6,0.75,1.35,-2.93,10002.46,0.37,,2026-08-02
212,2026-08-02 16:00:00+00:00,XRPUSDT,SHORT,REJECTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,0.91,R:R Hurdle Failure: R:R = 0.91 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.45,0.5,0.07,-0.19,-0.28,0.0,0.0,0.0,0.0,0.0,10002.46,0.37,-1.15,2026-08-02
213,2026-08-02 16:30:00+00:00,ETHUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,2.03,None,TAKE_PROFIT_HIT,50.01,5.0,250.06,0.87,0.43,1.8,-0.35,0.87,2.18,0.2,0.25,0.45,1.73,10004.19,0.35,,2026-08-02
214,2026-08-02 16:45:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,2.68,None,TAKE_PROFIT_HIT,150.06,3.0,450.19,0.32,0.12,0.97,-0.04,0.32,1.42,0.36,0.45,0.81,0.61,10004.8,0.35,,2026-08-02
215,2026-08-02 16:45:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,9.56,None,TIME_CLOSE_EXIT,150.07,3.0,450.22,2.08,0.22,1.63,-0.07,0.57,2.57,0.36,0.45,0.81,1.76,10006.56,0.33,,2026-08-02
216,2026-08-02 17:15:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,2.29,None,TIME_CLOSE_EXIT,52.53,1.5,78.8,0.58,0.25,0.46,-0.09,-0.01,-0.01,0.06,0.08,0.14,-0.15,10006.41,0.33,,2026-08-02
217,2026-08-02 20:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,1.08,None,TIME_CLOSE_EXIT,50.03,5.0,250.16,0.31,0.29,0.02,-0.18,-0.09,-0.23,0.2,0.25,0.45,-0.68,10005.73,0.34,,2026-08-02
218,2026-08-02 21:00:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,2.6,None,TIME_CLOSE_EXIT,52.53,1.5,78.8,1.0,0.39,0.92,-0.18,0.06,0.05,0.06,0.08,0.14,-0.09,10005.64,0.34,,2026-08-02
219,2026-08-02 23:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,1.41,None,TAKE_PROFIT_HIT,150.08,5.0,750.42,0.65,0.46,2.24,-0.05,0.65,4.91,0.6,0.75,1.35,3.56,10009.2,0.3,,2026-08-02
220,2026-08-03 00:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,2.53,None,TAKE_PROFIT_HIT,150.14,5.0,750.69,1.41,0.56,2.43,-0.34,1.41,10.55,0.6,0.75,1.35,9.2,10018.41,0.21,,2026-08-03
221,2026-08-03 00:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.4,None,TAKE_PROFIT_HIT,150.28,3.0,450.83,1.07,0.76,1.96,-0.43,1.07,4.81,0.36,0.45,0.81,4.0,10022.41,0.17,,2026-08-03
222,2026-08-03 00:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,3.06,None,TAKE_PROFIT_HIT,50.11,5.0,250.56,1.1,0.36,1.76,-0.3,1.1,2.75,0.2,0.25,0.45,2.3,10024.71,0.15,,2026-08-03
223,2026-08-03 00:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,2.98,None,TAKE_PROFIT_HIT,150.37,5.0,751.85,1.01,0.34,1.52,-0.28,1.01,7.62,0.6,0.75,1.35,6.26,10030.97,0.08,,2026-08-03
224,2026-08-03 10:15:00+00:00,BTCUSDT,LONG,REJECTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,0.67,R:R Hurdle Failure: R:R = 0.67 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.23,0.34,0.15,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,10030.97,0.08,-1.13,2026-08-03
225,2026-08-03 10:30:00+00:00,DOGEUSDT,LONG,REJECTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,0.92,R:R Hurdle Failure: R:R = 0.92 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.35,0.39,0.04,-0.29,-0.07,0.0,0.0,0.0,0.0,0.0,10030.97,0.08,-0.2,2026-08-03
226,2026-08-03 10:45:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.22,None,TIME_CLOSE_EXIT,52.66,1.5,78.99,0.42,0.34,0.05,-0.14,-0.12,-0.09,0.06,0.08,0.14,-0.24,10030.74,0.09,,2026-08-03
227,2026-08-03 11:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.97,None,TIME_CLOSE_EXIT,150.46,3.0,451.38,0.8,0.41,0.22,-0.35,-0.16,-0.72,0.36,0.45,0.81,-1.53,10029.2,0.1,,2026-08-03
228,2026-08-03 11:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,1.99,None,TIME_CLOSE_EXIT,50.15,5.0,250.73,1.2,0.61,0.21,-0.3,-0.27,-0.68,0.2,0.25,0.45,-1.13,10028.07,0.11,,2026-08-03
229,2026-08-03 11:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,2.19,None,TIME_CLOSE_EXIT,150.42,5.0,752.11,0.82,0.37,0.18,-0.22,-0.22,-1.65,0.6,0.75,1.35,-3.01,10025.06,0.14,,2026-08-03
230,2026-08-03 12:30:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,2.35,None,TAKE_PROFIT_HIT,52.63,1.5,78.95,0.73,0.31,1.44,-0.17,0.73,0.57,0.06,0.08,0.14,0.43,10025.5,0.14,,2026-08-03
231,2026-08-03 13:00:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,2.67,None,TAKE_PROFIT_HIT,150.38,3.0,451.15,0.93,0.35,2.07,-0.35,0.93,4.19,0.36,0.45,0.81,3.37,10028.87,0.11,,2026-08-03
232,2026-08-03 13:30:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,2.49,None,TAKE_PROFIT_HIT,150.43,3.0,451.3,1.65,0.66,2.02,-0.67,1.65,7.45,0.36,0.45,0.81,6.64,10035.51,0.04,,2026-08-03
233,2026-08-03 13:30:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,1.53,None,TAKE_PROFIT_HIT,17.56,1.5,26.34,0.9,0.59,1.46,-0.6,0.9,0.24,0.02,0.03,0.05,0.19,10035.7,0.04,,2026-08-03
234,2026-08-03 13:30:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.82,None,TAKE_PROFIT_HIT,52.69,1.5,79.03,1.05,0.58,1.5,-0.51,1.05,0.83,0.06,0.08,0.14,0.69,10036.39,0.03,,2026-08-03
235,2026-08-03 21:30:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,1.45,None,TIME_CLOSE_EXIT,150.55,5.0,752.73,0.58,0.4,0.56,-0.08,-0.2,-1.51,0.6,0.75,1.35,-2.86,10033.53,0.06,,2026-08-03
236,2026-08-03 21:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,1.78,None,TIME_CLOSE_EXIT,150.5,5.0,752.51,0.89,0.5,0.82,-0.28,-0.22,-1.66,0.6,0.75,1.35,-3.01,10030.52,0.09,,2026-08-03
237,2026-08-03 22:00:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,1.1,None,TIME_CLOSE_EXIT,150.46,5.0,752.29,0.73,0.66,0.69,-0.24,-0.3,-2.26,0.6,0.75,1.35,-3.61,10026.91,0.13,,2026-08-03
238,2026-08-03 22:00:00+00:00,XRPUSDT,SHORT,REJECTED,HIGH_RISK__LOW_QUAL__LOW_PROFIT,1.26,Consensus Failure: HIGH_RISK + LOW_QUAL + LOW_PROFIT,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.94,0.74,0.56,-0.4,-0.03,0.0,0.0,0.0,0.0,0.0,10026.91,0.13,-0.06,2026-08-03
239,2026-08-03 22:15:00+00:00,DOGEUSDT,SHORT,REJECTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,0.96,R:R Hurdle Failure: R:R = 0.96 < 1.00,SHADOW_TAKE_PROFIT_HIT,0.0,0.0,0.0,0.43,0.45,0.48,-0.26,0.43,0.0,0.0,0.0,0.0,0.0,10026.91,0.13,1.14,2026-08-03
240,2026-08-04 01:45:00+00:00,DOGEUSDT,LONG,REJECTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,0.84,R:R Hurdle Failure: R:R = 0.84 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.55,0.65,0.23,-0.37,-0.41,0.0,0.0,0.0,0.0,0.0,10026.91,0.13,-0.47,2026-08-04
241,2026-08-04 01:45:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.27,None,TIME_CLOSE_EXIT,150.4,3.0,451.21,0.81,0.64,0.62,-0.31,-0.22,-0.99,0.36,0.45,0.81,-1.8,10025.1,0.14,,2026-08-04
242,2026-08-04 02:00:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,2.09,None,TIME_CLOSE_EXIT,150.38,3.0,451.13,1.19,0.57,0.49,-0.12,-0.11,-0.5,0.36,0.45,0.81,-1.31,10023.8,0.16,,2026-08-04
243,2026-08-04 02:00:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,1.3,None,TAKE_PROFIT_HIT,17.54,1.5,26.31,0.69,0.53,0.91,-0.38,0.69,0.18,0.02,0.03,0.05,0.14,10023.93,0.15,,2026-08-04
244,2026-08-04 02:30:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.15,None,TIME_CLOSE_EXIT,52.63,1.5,78.94,0.61,0.53,0.28,-0.44,-0.29,-0.23,0.06,0.08,0.14,-0.37,10023.56,0.16,,2026-08-04
245,2026-08-04 05:15:00+00:00,DOGEUSDT,SHORT,REJECTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,0.88,R:R Hurdle Failure: R:R = 0.88 < 1.00,SHADOW_TAKE_PROFIT_HIT,0.0,0.0,0.0,0.25,0.29,0.37,-0.26,0.25,0.0,0.0,0.0,0.0,0.0,10023.56,0.16,0.32,2026-08-04
246,2026-08-04 06:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,1.08,None,TIME_CLOSE_EXIT,50.12,5.0,250.59,0.41,0.38,0.33,-0.19,-0.33,-0.83,0.2,0.25,0.45,-1.28,10022.28,0.17,,2026-08-04
247,2026-08-04 06:30:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,1.4,None,TIME_CLOSE_EXIT,150.33,5.0,751.67,0.84,0.6,0.17,-0.5,-0.36,-2.71,0.6,0.75,1.35,-4.06,10018.22,0.21,,2026-08-04
248,2026-08-04 06:30:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,1.03,None,TIME_CLOSE_EXIT,150.27,5.0,751.37,0.63,0.61,0.46,-0.44,-0.22,-1.65,0.6,0.75,1.35,-3.01,10015.22,0.24,,2026-08-04
249,2026-08-04 06:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,1.77,None,TIME_CLOSE_EXIT,150.23,5.0,751.14,0.49,0.28,0.34,-0.15,-0.15,-1.13,0.6,0.75,1.35,-2.48,10012.74,0.27,,2026-08-04
250,2026-08-04 08:00:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.99,None,TIME_CLOSE_EXIT,52.57,1.5,78.85,0.56,0.28,0.24,-0.02,0.0,0.0,0.06,0.08,0.14,-0.14,10012.6,0.27,,2026-08-04
251,2026-08-04 08:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,1.01,None,TAKE_PROFIT_HIT,50.06,5.0,250.31,0.35,0.35,0.48,-0.15,0.35,0.88,0.2,0.25,0.45,0.43,10013.02,0.26,,2026-08-04
252,2026-08-04 10:45:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.23,None,TIME_CLOSE_EXIT,52.57,1.5,78.85,0.76,0.62,0.48,-0.16,-0.3,-0.24,0.06,0.08,0.14,-0.38,10012.64,0.27,,2026-08-04
253,2026-08-04 10:45:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,1.16,None,TIME_CLOSE_EXIT,17.52,1.5,26.28,0.83,0.72,0.81,-0.23,0.35,0.09,0.02,0.03,0.05,0.04,10012.69,0.27,,2026-08-04
254,2026-08-04 11:00:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.34,None,TAKE_PROFIT_HIT,150.19,3.0,450.57,0.54,0.41,1.26,-0.2,0.54,2.45,0.36,0.45,0.81,1.64,10014.33,0.25,,2026-08-04
255,2026-08-04 11:15:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.86,None,TIME_CLOSE_EXIT,150.21,3.0,450.64,1.3,0.7,0.98,-0.54,0.68,3.06,0.36,0.45,0.81,2.25,10016.58,0.23,,2026-08-04
256,2026-08-04 11:30:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.53,None,TIME_CLOSE_EXIT,52.59,1.5,78.88,0.61,0.4,0.29,-0.2,0.1,0.08,0.06,0.08,0.14,-0.06,10016.52,0.23,,2026-08-04
257,2026-08-04 13:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,1.2,None,TIME_CLOSE_EXIT,50.08,5.0,250.41,0.78,0.65,0.1,-0.49,-0.4,-1.0,0.2,0.25,0.45,-1.45,10015.07,0.24,,2026-08-04
258,2026-08-04 14:00:00+00:00,DOGEUSDT,SHORT,REJECTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,0.99,R:R Hurdle Failure: R:R = 0.99 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.64,0.65,0.41,-0.27,-0.41,0.0,0.0,0.0,0.0,0.0,10015.07,0.24,-2.66,2026-08-04
259,2026-08-04 14:45:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.41,None,TIME_CLOSE_EXIT,52.58,1.5,78.87,0.49,0.35,0.07,-0.11,0.0,0.0,0.06,0.08,0.14,-0.14,10014.93,0.24,,2026-08-04
260,2026-08-04 15:00:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,1.38,None,TIME_CLOSE_EXIT,50.07,5.0,250.37,0.47,0.34,0.21,-0.2,0.17,0.43,0.2,0.25,0.45,-0.03,10014.9,0.24,,2026-08-04
261,2026-08-04 15:30:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.19,None,TIME_CLOSE_EXIT,52.58,1.5,78.87,0.49,0.41,0.33,-0.43,-0.22,-0.17,0.06,0.08,0.14,-0.32,10014.59,0.25,,2026-08-04
262,2026-08-04 16:45:00+00:00,XRPUSDT,SHORT,REJECTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,0.83,R:R Hurdle Failure: R:R = 0.83 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.36,0.44,0.09,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,10014.59,0.25,-0.45,2026-08-04
263,2026-08-04 17:00:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.13,None,TIME_CLOSE_EXIT,52.58,1.5,78.86,0.63,0.56,0.34,-0.33,-0.04,-0.03,0.06,0.08,0.14,-0.17,10014.41,0.25,,2026-08-04
264,2026-08-04 17:00:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.38,None,TIME_CLOSE_EXIT,52.58,1.5,78.86,0.48,0.35,0.17,-0.2,0.03,0.02,0.06,0.08,0.14,-0.12,10014.29,0.25,,2026-08-04
265,2026-08-04 17:45:00+00:00,XRPUSDT,SHORT,REJECTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,0.91,R:R Hurdle Failure: R:R = 0.91 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.43,0.47,0.1,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,10014.29,0.25,-0.45,2026-08-04
266,2026-08-04 18:00:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.44,None,TIME_CLOSE_EXIT,52.58,1.5,78.86,0.63,0.44,0.44,-0.4,-0.16,-0.13,0.06,0.08,0.14,-0.27,10014.03,0.25,,2026-08-04
267,2026-08-04 21:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.45,None,TIME_CLOSE_EXIT,150.21,3.0,450.63,0.53,0.36,0.07,-0.21,-0.23,-1.04,0.36,0.45,0.81,-1.85,10012.18,0.27,,2026-08-04
268,2026-08-04 21:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,1.93,None,TIME_CLOSE_EXIT,150.18,5.0,750.91,0.61,0.31,0.21,-0.09,-0.2,-1.5,0.6,0.75,1.35,-2.85,10009.33,0.3,,2026-08-04
269,2026-08-04 22:00:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,2.66,None,TAKE_PROFIT_HIT,50.05,5.0,250.23,0.75,0.28,1.94,-0.29,0.75,1.88,0.2,0.25,0.45,1.43,10010.75,0.29,,2026-08-04
270,2026-08-04 22:30:00+00:00,ETHUSDT,LONG,REJECTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,0.6,R:R Hurdle Failure: R:R = 0.60 < 1.00,SHADOW_TAKE_PROFIT_HIT,0.0,0.0,0.0,0.15,0.26,0.22,-0.09,0.15,0.0,0.0,0.0,0.0,0.0,10010.75,0.29,-0.01,2026-08-04
271,2026-08-04 23:00:00+00:00,DOGEUSDT,LONG,REJECTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,0.71,R:R Hurdle Failure: R:R = 0.71 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.42,0.6,0.04,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,10010.75,0.29,-0.14,2026-08-04
272,2026-08-04 23:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,1.58,None,TIME_CLOSE_EXIT,150.16,5.0,750.81,0.77,0.49,0.47,-0.6,-0.36,-2.7,0.6,0.75,1.35,-4.05,10006.7,0.33,,2026-08-04
273,2026-08-04 23:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.2,None,TAKE_PROFIT_HIT,150.1,3.0,450.3,0.55,0.46,0.74,-0.44,0.55,2.48,0.36,0.45,0.81,1.67,10008.37,0.31,,2026-08-04
274,2026-08-04 23:15:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,1.09,None,TIME_CLOSE_EXIT,150.13,5.0,750.63,0.72,0.66,0.69,-0.54,-0.28,-2.1,0.6,0.75,1.35,-3.45,10004.91,0.34,,2026-08-04
275,2026-08-04 23:45:00+00:00,BTCUSDT,SHORT,REJECTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,0.96,R:R Hurdle Failure: R:R = 0.96 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.4,0.41,0.24,-0.18,-0.35,0.0,0.0,0.0,0.0,0.0,10004.91,0.34,-3.98,2026-08-04
276,2026-08-05 02:00:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.49,None,TIME_CLOSE_EXIT,150.07,3.0,450.22,1.12,0.75,0.35,-0.2,-0.59,-2.66,0.36,0.45,0.81,-3.47,10001.45,0.38,,2026-08-05
277,2026-08-05 02:00:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.87,None,TIME_CLOSE_EXIT,150.02,3.0,450.07,1.06,0.57,0.07,-0.2,-0.5,-2.25,0.36,0.45,0.81,-3.06,9998.39,0.41,,2026-08-05
278,2026-08-05 02:15:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,1.32,None,TIME_CLOSE_EXIT,17.5,1.5,26.25,0.59,0.45,0.13,-0.1,-0.18,-0.05,0.02,0.03,0.05,-0.09,9998.29,0.41,,2026-08-05
279,2026-08-05 02:30:00+00:00,DOGEUSDT,LONG,REJECTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,0.69,R:R Hurdle Failure: R:R = 0.69 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.37,0.53,0.09,-0.24,-0.18,0.0,0.0,0.0,0.0,0.0,9998.29,0.41,-0.28,2026-08-05
280,2026-08-05 03:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.66,None,TIME_CLOSE_EXIT,149.97,3.0,449.92,0.72,0.43,0.56,-0.46,0.1,0.45,0.36,0.45,0.81,-0.36,9997.93,0.41,,2026-08-05
281,2026-08-05 03:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,1.58,None,TIME_CLOSE_EXIT,149.97,5.0,749.84,0.75,0.47,0.07,-0.31,-0.37,-2.77,0.6,0.75,1.35,-4.12,9993.81,0.46,,2026-08-05
282,2026-08-05 03:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,3.03,None,TIME_CLOSE_EXIT,149.91,5.0,749.54,0.33,0.11,0.15,-0.03,0.01,0.07,0.6,0.75,1.35,-1.27,9992.53,0.47,,2026-08-05
283,2026-08-05 03:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,1.23,None,TIME_CLOSE_EXIT,149.89,5.0,749.44,0.58,0.47,0.22,-0.05,-0.24,-1.8,0.6,0.75,1.35,-3.15,9989.38,0.5,,2026-08-05
284,2026-08-05 05:00:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,2.59,None,TIME_CLOSE_EXIT,149.84,3.0,449.52,0.66,0.25,0.32,-0.24,-0.2,-0.9,0.36,0.45,0.81,-1.71,9987.68,0.52,,2026-08-05
285,2026-08-05 05:15:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,2.85,None,TIME_CLOSE_EXIT,149.82,3.0,449.45,1.61,0.56,0.16,-0.35,-0.36,-1.62,0.36,0.45,0.81,-2.43,9985.25,0.54,,2026-08-05
286,2026-08-05 05:15:00+00:00,ETHUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,1.64,None,TIME_CLOSE_EXIT,49.93,5.0,249.63,0.64,0.39,0.17,-0.16,-0.24,-0.6,0.2,0.25,0.45,-1.05,9984.2,0.55,,2026-08-05
287,2026-08-05 07:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,2.12,None,TIME_CLOSE_EXIT,149.76,5.0,748.82,0.59,0.28,0.24,-0.13,-0.11,-0.82,0.6,0.75,1.35,-2.17,9982.03,0.57,,2026-08-05
288,2026-08-05 07:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,1.08,None,TIME_CLOSE_EXIT,149.73,5.0,748.65,0.44,0.41,0.12,-0.18,-0.21,-1.57,0.6,0.75,1.35,-2.92,9979.11,0.6,,2026-08-05
289,2026-08-05 07:15:00+00:00,SOLUSDT,SHORT,REJECTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,0.75,R:R Hurdle Failure: R:R = 0.75 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.49,0.65,0.07,-0.24,-0.39,0.0,0.0,0.0,0.0,0.0,9979.11,0.6,-4.27,2026-08-05
290,2026-08-05 08:15:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.42,None,TIME_CLOSE_EXIT,149.69,3.0,449.06,0.86,0.6,0.11,-0.26,-0.15,-0.67,0.36,0.45,0.81,-1.48,9977.63,0.62,,2026-08-05
291,2026-08-05 09:00:00+00:00,ETHUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,1.06,None,TIME_CLOSE_EXIT,49.89,5.0,249.44,0.33,0.31,0.24,-0.14,-0.09,-0.22,0.2,0.25,0.45,-0.67,9976.95,0.62,,2026-08-05
292,2026-08-05 09:15:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.22,None,TIME_CLOSE_EXIT,52.38,1.5,78.57,0.47,0.38,0.1,-0.04,-0.11,-0.09,0.06,0.08,0.14,-0.23,9976.73,0.63,,2026-08-05
