trade_id,timestamp,symbol,direction,status,gate_combo_tag,rr_ratio,rejection_reason,outcome,margin_allocated,leverage,notional_position,dynamic_tp_pct,dynamic_sl_pct,actual_mfe_pct,actual_mae_pct,gross_return_pct,gross_pnl,fees_paid,slippage_cost,friction_tax,net_pnl,account_equity,drawdown_pct,shadow_net_pnl,date_utc
524,2026-08-13 15:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,2.05,None,TIME_CLOSE_EXIT,149.24,5.0,746.22,1.09,0.53,0.97,-0.48,0.01,0.07,0.6,0.75,1.34,-1.27,9948.36,0.91,,2026-08-13
525,2026-08-13 15:45:00+00:00,SOLUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.21,None,TIME_CLOSE_EXIT,52.23,1.5,78.34,0.99,0.82,0.71,-0.61,-0.49,-0.38,0.06,0.08,0.14,-0.52,9947.83,0.91,,2026-08-13
526,2026-08-13 15:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,1.88,None,TIME_CLOSE_EXIT,49.74,5.0,248.7,1.19,0.63,0.49,-0.42,-0.36,-0.9,0.2,0.25,0.45,-1.34,9946.49,0.93,,2026-08-13
527,2026-08-13 18:00:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.9,None,TIME_CLOSE_EXIT,52.22,1.5,78.33,0.52,0.27,0.21,-0.01,0.0,0.0,0.06,0.08,0.14,-0.14,9946.35,0.93,,2026-08-13
528,2026-08-13 18:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,2.08,None,TIME_CLOSE_EXIT,49.73,5.0,248.66,0.58,0.28,0.0,-0.24,0.0,0.0,0.2,0.25,0.45,-0.45,9945.9,0.93,,2026-08-13
529,2026-08-13 18:30:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.49,None,TAKE_PROFIT_HIT,52.22,1.5,78.32,0.5,0.33,0.67,-0.28,0.5,0.39,0.06,0.08,0.14,0.25,9946.15,0.93,,2026-08-13
530,2026-08-13 19:00:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.14,None,TIME_CLOSE_EXIT,52.22,1.5,78.33,0.49,0.43,0.33,-0.16,-0.16,-0.13,0.06,0.08,0.14,-0.27,9945.88,0.93,,2026-08-13
531,2026-08-13 19:00:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,3.4,None,TIME_CLOSE_EXIT,149.19,3.0,447.56,1.39,0.41,0.43,-0.18,0.05,0.22,0.36,0.45,0.81,-0.58,9945.3,0.94,,2026-08-13
532,2026-08-13 19:15:00+00:00,ETHUSDT,LONG,REJECTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,0.87,R:R Hurdle Failure: R:R = 0.87 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.47,0.54,0.27,-0.14,-0.09,0.0,0.0,0.0,0.0,0.0,9945.3,0.94,-0.07,2026-08-13
533,2026-08-13 20:15:00+00:00,BTCUSDT,LONG,REJECTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,0.64,R:R Hurdle Failure: R:R = 0.64 < 1.00,SHADOW_TAKE_PROFIT_HIT,0.0,0.0,0.0,0.19,0.3,0.29,-0.11,0.19,0.0,0.0,0.0,0.0,0.0,9945.3,0.94,0.06,2026-08-13
534,2026-08-14 00:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,3.01,None,TIME_CLOSE_EXIT,49.73,5.0,248.63,0.51,0.17,0.06,-0.14,0.0,0.0,0.2,0.25,0.45,-0.45,9944.85,0.94,,2026-08-14
535,2026-08-14 00:30:00+00:00,DOGEUSDT,LONG,REJECTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,0.6,R:R Hurdle Failure: R:R = 0.60 < 1.00,SHADOW_TAKE_PROFIT_HIT,0.0,0.0,0.0,0.18,0.3,0.23,-0.14,0.18,0.0,0.0,0.0,0.0,0.0,9944.85,0.94,-0.0,2026-08-14
536,2026-08-14 00:30:00+00:00,ETHUSDT,LONG,REJECTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,0.24,R:R Hurdle Failure: R:R = 0.24 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.05,0.21,0.02,-0.29,-0.15,0.0,0.0,0.0,0.0,0.0,9944.85,0.94,-0.82,2026-08-14
537,2026-08-14 00:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,2.09,None,TAKE_PROFIT_HIT,149.17,5.0,745.86,0.74,0.35,1.34,-0.16,0.74,5.53,0.6,0.75,1.34,4.19,9949.04,0.9,,2026-08-14
538,2026-08-14 01:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,3.94,None,TIME_CLOSE_EXIT,149.24,5.0,746.18,0.52,0.13,0.08,-0.16,0.0,0.0,0.6,0.75,1.34,-1.34,9947.7,0.91,,2026-08-14
539,2026-08-14 01:30:00+00:00,ETHUSDT,LONG,REJECTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,0.26,R:R Hurdle Failure: R:R = 0.26 < 1.00,SHADOW_TAKE_PROFIT_HIT,0.0,0.0,0.0,0.06,0.23,0.09,-0.2,0.06,0.0,0.0,0.0,0.0,0.0,9947.7,0.91,-0.3,2026-08-14
540,2026-08-14 03:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,4.32,None,TAKE_PROFIT_HIT,149.22,5.0,746.08,0.73,0.17,0.87,-0.18,0.73,5.41,0.6,0.75,1.34,4.07,9951.77,0.87,,2026-08-14
541,2026-08-14 03:00:00+00:00,DOGEUSDT,SHORT,REJECTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,0.95,R:R Hurdle Failure: R:R = 0.95 < 1.00,SHADOW_TAKE_PROFIT_HIT,0.0,0.0,0.0,0.47,0.49,1.16,-0.19,0.47,0.0,0.0,0.0,0.0,0.0,9951.77,0.87,1.29,2026-08-14
542,2026-08-14 03:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,6.66,None,TAKE_PROFIT_HIT,149.28,5.0,746.38,0.61,0.09,1.46,-0.18,0.61,4.52,0.6,0.75,1.34,3.17,9954.94,0.84,,2026-08-14
543,2026-08-14 04:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,3.36,None,TAKE_PROFIT_HIT,49.77,5.0,248.87,0.88,0.26,0.9,-0.18,0.88,2.18,0.2,0.25,0.45,1.73,9956.67,0.82,,2026-08-14
544,2026-08-14 11:30:00+00:00,ETHUSDT,LONG,REJECTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,0.84,R:R Hurdle Failure: R:R = 0.84 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.32,0.39,0.09,-0.12,-0.24,0.0,0.0,0.0,0.0,0.0,9956.67,0.82,-1.05,2026-08-14
545,2026-08-14 12:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,1.06,None,TAKE_PROFIT_HIT,149.35,5.0,746.75,0.41,0.38,0.49,-0.18,0.41,3.05,0.6,0.75,1.34,1.7,9958.38,0.81,,2026-08-14
546,2026-08-14 15:00:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.45,None,TAKE_PROFIT_HIT,52.28,1.5,78.42,0.67,0.46,0.75,-0.22,0.67,0.53,0.06,0.08,0.14,0.39,9958.76,0.8,,2026-08-14
547,2026-08-14 15:15:00+00:00,XRPUSDT,LONG,REJECTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,0.67,R:R Hurdle Failure: R:R = 0.67 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.41,0.62,0.3,-0.48,-0.25,0.0,0.0,0.0,0.0,0.0,9958.76,0.8,-0.34,2026-08-14
548,2026-08-14 15:30:00+00:00,BTCUSDT,LONG,REJECTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,0.59,R:R Hurdle Failure: R:R = 0.59 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.41,0.7,0.38,-0.34,-0.23,0.0,0.0,0.0,0.0,0.0,9958.76,0.8,-1.84,2026-08-14
549,2026-08-14 15:30:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.24,None,TIME_CLOSE_EXIT,149.38,3.0,448.14,0.82,0.66,0.05,-0.4,-0.38,-1.7,0.36,0.45,0.81,-2.51,9956.25,0.83,,2026-08-14
550,2026-08-14 15:30:00+00:00,ETHUSDT,LONG,REJECTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,0.49,R:R Hurdle Failure: R:R = 0.49 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.43,0.87,0.23,-0.42,-0.35,0.0,0.0,0.0,0.0,0.0,9956.25,0.83,-0.14,2026-08-14
551,2026-08-14 17:30:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,4.54,None,TAKE_PROFIT_HIT,49.78,5.0,248.91,1.05,0.23,1.68,-0.16,1.05,2.6,0.2,0.25,0.45,2.15,9958.41,0.81,,2026-08-14
552,2026-08-14 17:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,4.18,None,TIME_CLOSE_EXIT,149.38,5.0,746.88,1.7,0.41,0.81,-0.27,0.08,0.6,0.6,0.75,1.34,-0.75,9957.66,0.82,,2026-08-14
553,2026-08-14 18:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,1.82,None,TIME_CLOSE_EXIT,149.36,5.0,746.82,0.51,0.28,0.11,-0.11,-0.22,-1.64,0.6,0.75,1.34,-2.99,9954.67,0.84,,2026-08-14
554,2026-08-14 19:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.19,None,TIME_CLOSE_EXIT,149.32,3.0,447.96,0.44,0.37,0.16,-0.06,-0.11,-0.49,0.36,0.45,0.81,-1.3,9953.37,0.86,,2026-08-14
555,2026-08-14 19:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,8.02,None,TIME_CLOSE_EXIT,149.3,5.0,746.5,0.67,0.08,0.21,-0.15,-0.03,-0.22,0.6,0.75,1.34,-1.57,9951.8,0.87,,2026-08-14
556,2026-08-14 19:45:00+00:00,ETHUSDT,LONG,REJECTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,0.76,R:R Hurdle Failure: R:R = 0.76 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.18,0.24,0.06,-0.08,-0.08,0.0,0.0,0.0,0.0,0.0,9951.8,0.87,-0.65,2026-08-14
557,2026-08-14 19:45:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.31,None,TIME_CLOSE_EXIT,52.25,1.5,78.37,0.37,0.28,0.09,-0.1,-0.07,-0.05,0.06,0.08,0.14,-0.2,9951.61,0.88,,2026-08-14
558,2026-08-14 21:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.09,None,TIME_CLOSE_EXIT,149.27,3.0,447.82,0.36,0.33,0.03,-0.13,-0.14,-0.63,0.36,0.45,0.81,-1.43,9950.18,0.89,,2026-08-14
559,2026-08-14 22:00:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.86,None,TIME_CLOSE_EXIT,52.24,1.5,78.36,0.51,0.27,0.11,-0.11,0.0,0.0,0.06,0.08,0.14,-0.14,9950.03,0.89,,2026-08-14
560,2026-08-14 22:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,2.8,None,TIME_CLOSE_EXIT,149.25,5.0,746.25,0.52,0.19,0.08,-0.19,-0.12,-0.9,0.6,0.75,1.34,-2.24,9947.8,0.91,,2026-08-14
561,2026-08-14 22:15:00+00:00,DOGEUSDT,SHORT,REJECTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,0.89,R:R Hurdle Failure: R:R = 0.89 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.37,0.42,0.0,-0.23,-0.23,0.0,0.0,0.0,0.0,0.0,9947.8,0.91,-1.84,2026-08-14
562,2026-08-14 23:00:00+00:00,ETHUSDT,LONG,REJECTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,0.62,R:R Hurdle Failure: R:R = 0.62 < 1.00,SHADOW_TAKE_PROFIT_HIT,0.0,0.0,0.0,0.13,0.22,0.3,-0.12,0.13,0.0,0.0,0.0,0.0,0.0,9947.8,0.91,-0.11,2026-08-14
563,2026-08-14 23:00:00+00:00,DOGEUSDT,LONG,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,1.1,None,TAKE_PROFIT_HIT,149.22,5.0,746.08,0.47,0.43,0.83,-0.2,0.47,3.51,0.6,0.75,1.34,2.17,9949.97,0.89,,2026-08-14
564,2026-08-14 23:15:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.12,None,TAKE_PROFIT_HIT,149.25,3.0,447.75,0.46,0.41,0.5,-0.17,0.46,2.05,0.36,0.45,0.81,1.24,9951.21,0.88,,2026-08-14
565,2026-08-14 23:30:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.24,None,TAKE_PROFIT_HIT,149.27,3.0,447.8,0.26,0.21,0.28,-0.16,0.26,1.16,0.36,0.45,0.81,0.35,9951.56,0.88,,2026-08-14
566,2026-08-15 00:15:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.22,None,TAKE_PROFIT_HIT,52.25,1.5,78.37,0.36,0.29,0.89,-0.08,0.36,0.28,0.06,0.08,0.14,0.14,9951.7,0.87,,2026-08-15
567,2026-08-15 05:30:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,2.42,None,TIME_CLOSE_EXIT,149.28,5.0,746.38,0.31,0.13,0.29,-0.12,0.14,1.04,0.6,0.75,1.34,-0.3,9951.4,0.88,,2026-08-15
568,2026-08-15 05:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,3.55,None,TIME_CLOSE_EXIT,149.27,5.0,746.36,0.91,0.26,0.41,-0.19,0.11,0.82,0.6,0.75,1.34,-0.52,9950.88,0.88,,2026-08-15
569,2026-08-15 06:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.05,None,TIME_CLOSE_EXIT,149.26,3.0,447.79,0.46,0.43,0.21,-0.23,-0.06,-0.27,0.36,0.45,0.81,-1.07,9949.81,0.89,,2026-08-15
570,2026-08-15 06:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,11.16,None,TIME_CLOSE_EXIT,149.25,5.0,746.24,0.59,0.05,0.01,-0.05,-0.05,-0.37,0.6,0.75,1.34,-1.72,9948.09,0.91,,2026-08-15
571,2026-08-15 06:45:00+00:00,BTCUSDT,LONG,REJECTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,0.87,R:R Hurdle Failure: R:R = 0.87 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.09,0.1,0.03,-0.07,-0.06,0.0,0.0,0.0,0.0,0.0,9948.09,0.91,-1.07,2026-08-15
572,2026-08-15 07:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,2.69,None,TIME_CLOSE_EXIT,49.74,5.0,248.7,0.72,0.27,0.2,-0.1,-0.02,-0.05,0.2,0.25,0.45,-0.5,9947.59,0.92,,2026-08-15
573,2026-08-15 08:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,12.14,None,TIME_CLOSE_EXIT,149.21,5.0,746.07,0.46,0.04,0.22,-0.04,-0.02,-0.15,0.6,0.75,1.34,-1.49,9946.1,0.93,,2026-08-15
574,2026-08-15 11:30:00+00:00,XRPUSDT,LONG,REJECTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,0.95,R:R Hurdle Failure: R:R = 0.95 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.25,0.26,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,9946.1,0.93,-0.14,2026-08-15
575,2026-08-15 11:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,2.69,None,TIME_CLOSE_EXIT,49.73,5.0,248.65,0.65,0.24,0.25,-0.12,0.05,0.12,0.2,0.25,0.45,-0.32,9945.78,0.93,,2026-08-15
576,2026-08-15 12:45:00+00:00,ETHUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,1.39,None,TIME_CLOSE_EXIT,49.73,5.0,248.64,0.36,0.26,0.14,-0.3,-0.05,-0.12,0.2,0.25,0.45,-0.57,9945.2,0.94,,2026-08-15
577,2026-08-15 12:45:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.7,None,TIME_CLOSE_EXIT,149.18,3.0,447.53,0.7,0.41,0.34,-0.24,0.05,0.22,0.36,0.45,0.81,-0.58,9944.62,0.94,,2026-08-15
578,2026-08-15 13:15:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.9,None,TIME_CLOSE_EXIT,149.17,3.0,447.51,0.15,0.08,0.14,-0.06,0.02,0.09,0.36,0.45,0.81,-0.72,9943.91,0.95,,2026-08-15
579,2026-08-15 13:15:00+00:00,DOGEUSDT,LONG,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,1.46,None,TIME_CLOSE_EXIT,149.16,5.0,745.79,0.32,0.22,0.11,-0.01,-0.01,-0.07,0.6,0.75,1.34,-1.42,9942.49,0.97,,2026-08-15
580,2026-08-15 14:15:00+00:00,DOGEUSDT,SHORT,REJECTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,0.68,R:R Hurdle Failure: R:R = 0.68 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.33,0.48,0.04,-0.16,-0.13,0.0,0.0,0.0,0.0,0.0,9942.49,0.97,-1.39,2026-08-15
581,2026-08-15 15:30:00+00:00,DOGEUSDT,LONG,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,1.38,None,TIME_CLOSE_EXIT,149.14,5.0,745.69,0.38,0.27,0.0,-0.1,-0.07,-0.52,0.6,0.75,1.34,-1.86,9940.63,0.98,,2026-08-15
582,2026-08-15 16:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.2,None,TIME_CLOSE_EXIT,149.11,3.0,447.33,0.38,0.31,0.37,-0.11,0.0,0.0,0.36,0.45,0.81,-0.81,9939.82,0.99,,2026-08-15
583,2026-08-15 16:45:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.7,None,TIME_CLOSE_EXIT,52.18,1.5,78.28,0.36,0.21,0.11,-0.06,-0.03,-0.02,0.06,0.08,0.14,-0.16,9939.66,0.99,,2026-08-15
584,2026-08-15 18:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,2.02,None,TIME_CLOSE_EXIT,49.7,5.0,248.49,0.54,0.27,0.07,-0.12,-0.12,-0.3,0.2,0.25,0.45,-0.75,9938.91,1.0,,2026-08-15
585,2026-08-15 18:45:00+00:00,ETHUSDT,SHORT,REJECTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,0.4,R:R Hurdle Failure: R:R = 0.40 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.03,0.09,0.0,-0.01,-0.06,0.0,0.0,0.0,0.0,0.0,9938.91,1.0,-1.79,2026-08-15
586,2026-08-15 18:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,16.08,None,TIME_CLOSE_EXIT,149.08,5.0,745.42,0.41,0.03,0.02,0.0,0.0,0.0,0.6,0.75,1.34,-1.34,9937.57,1.02,,2026-08-15
587,2026-08-15 19:00:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.45,None,TAKE_PROFIT_HIT,52.17,1.5,78.26,0.32,0.22,0.4,-0.05,0.32,0.25,0.06,0.08,0.14,0.11,9937.68,1.01,,2026-08-15
588,2026-08-15 19:00:00+00:00,BTCUSDT,LONG,REJECTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,0.53,R:R Hurdle Failure: R:R = 0.53 < 1.00,SHADOW_TAKE_PROFIT_HIT,0.0,0.0,0.0,0.12,0.23,0.14,-0.05,0.12,0.0,0.0,0.0,0.0,0.0,9937.68,1.01,-0.27,2026-08-15
589,2026-08-15 19:30:00+00:00,ETHUSDT,LONG,REJECTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,0.78,R:R Hurdle Failure: R:R = 0.78 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.04,0.05,0.04,-0.01,-0.02,0.0,0.0,0.0,0.0,0.0,9937.68,1.01,-0.5,2026-08-15
590,2026-08-15 20:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,5.23,None,TIME_CLOSE_EXIT,149.07,5.0,745.33,0.21,0.04,0.02,-0.04,-0.05,-0.37,0.6,0.75,1.34,-1.71,9935.96,1.03,,2026-08-15
591,2026-08-15 20:30:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,5.54,None,TIME_CLOSE_EXIT,149.04,5.0,745.2,0.94,0.17,0.07,-0.01,-0.04,-0.3,0.6,0.75,1.34,-1.64,9934.32,1.05,,2026-08-15
592,2026-08-15 21:00:00+00:00,SOLUSDT,LONG,REJECTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,0.4,R:R Hurdle Failure: R:R = 0.40 < 1.00,SHADOW_TAKE_PROFIT_HIT,0.0,0.0,0.0,0.12,0.31,0.2,-0.08,0.12,0.0,0.0,0.0,0.0,0.0,9934.32,1.05,-0.25,2026-08-15
593,2026-08-15 21:15:00+00:00,ETHUSDT,LONG,REJECTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,-0.93,R:R Hurdle Failure: R:R = -0.93 < 1.00,SHADOW_TAKE_PROFIT_HIT,0.0,0.0,0.0,-0.08,0.09,0.06,-0.03,-0.08,0.0,0.0,0.0,0.0,0.0,9934.32,1.05,-0.66,2026-08-15
594,2026-08-15 21:15:00+00:00,DOGEUSDT,LONG,REJECTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,0.38,R:R Hurdle Failure: R:R = 0.38 < 1.00,SHADOW_TIME_CLOSE_EXIT,0.0,0.0,0.0,0.16,0.42,0.01,-0.11,-0.24,0.0,0.0,0.0,0.0,0.0,9934.32,1.05,-3.13,2026-08-15
595,2026-08-15 22:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.93,None,TIME_CLOSE_EXIT,149.01,3.0,447.04,0.71,0.37,0.52,-0.19,-0.06,-0.27,0.36,0.45,0.8,-1.07,9933.25,1.06,,2026-08-15
596,2026-08-15 23:00:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,1.97,None,TIME_CLOSE_EXIT,149.0,5.0,744.99,0.83,0.42,0.21,-0.21,-0.24,-1.79,0.6,0.74,1.34,-3.13,9930.12,1.09,,2026-08-15
597,2026-08-15 23:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,3.32,None,TIME_CLOSE_EXIT,49.65,5.0,248.25,0.73,0.22,0.25,-0.15,-0.03,-0.07,0.2,0.25,0.45,-0.52,9929.6,1.09,,2026-08-15
598,2026-08-15 23:30:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,2.64,None,TAKE_PROFIT_HIT,148.94,5.0,744.72,0.3,0.11,0.33,-0.03,0.3,2.24,0.6,0.74,1.34,0.9,9930.5,1.09,,2026-08-15
599,2026-08-16 00:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,93.84,None,TIME_CLOSE_EXIT,148.96,5.0,744.79,0.45,0.0,0.09,-0.02,-0.07,-0.52,0.6,0.74,1.34,-1.86,9928.64,1.1,,2026-08-16
600,2026-08-16 02:30:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,2.72,None,TIME_CLOSE_EXIT,148.93,3.0,446.79,0.76,0.28,0.01,-0.08,-0.19,-0.85,0.36,0.45,0.8,-1.65,9926.98,1.12,,2026-08-16
601,2026-08-16 02:30:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,1.66,None,TIME_CLOSE_EXIT,148.9,3.0,446.71,0.11,0.06,0.01,-0.06,-0.09,-0.4,0.36,0.45,0.8,-1.21,9925.78,1.13,,2026-08-16
602,2026-08-16 02:45:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,1.85,None,TIME_CLOSE_EXIT,52.11,1.5,78.17,0.42,0.23,0.17,-0.06,-0.14,-0.11,0.06,0.08,0.14,-0.25,9925.53,1.14,,2026-08-16
603,2026-08-16 03:00:00+00:00,ETHUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,1.35,None,TIME_CLOSE_EXIT,49.63,5.0,248.14,0.09,0.07,0.03,-0.07,-0.07,-0.17,0.2,0.25,0.45,-0.62,9924.91,1.14,,2026-08-16
604,2026-08-16 04:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,4.93,None,TIME_CLOSE_EXIT,148.87,5.0,744.37,0.18,0.04,0.14,-0.05,-0.02,-0.15,0.6,0.74,1.34,-1.49,9923.42,1.16,,2026-08-16
