trade_id,timestamp,symbol,direction,status,gate_combo_tag,rejection_reason,outcome,margin_allocated,leverage,notional_position,dynamic_tp_pct,dynamic_sl_pct,actual_mfe_pct,actual_mae_pct,gross_return_pct,gross_pnl,fees_paid,slippage_cost,friction_tax,net_pnl,account_equity,drawdown_pct,shadow_net_pnl,date_utc
790,2026-08-22 21:30:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,24.51,2.5,61.26,1.96,2.27,1.38,-1.25,-1.05,-0.64,0.05,0.06,0.11,-0.75,9801.62,2.26,,2026-08-22
791,2026-08-22 22:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,12.25,1.0,12.25,1.37,1.49,1.44,-0.15,1.37,0.17,0.01,0.01,0.02,0.15,9801.77,2.26,,2026-08-22
792,2026-08-23 00:30:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,12.25,1.0,12.25,2.17,2.26,0.89,-2.14,-2.22,-0.27,0.01,0.01,0.02,-0.29,9801.47,2.26,,2026-08-23
793,2026-08-23 00:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,73.51,2.5,183.78,1.04,0.3,0.15,-0.14,-0.14,-0.26,0.15,0.18,0.33,-0.59,9800.88,2.27,,2026-08-23
794,2026-08-23 00:30:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,24.5,2.5,61.26,0.55,0.41,0.33,-0.05,-0.17,-0.1,0.05,0.06,0.11,-0.21,9800.67,2.27,,2026-08-23
795,2026-08-23 00:45:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,36.75,1.0,36.75,2.0,1.82,0.43,-0.51,-2.41,-0.89,0.03,0.04,0.07,-0.95,9799.72,2.28,,2026-08-23
796,2026-08-23 00:45:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,36.75,1.0,36.75,2.02,2.47,0.39,-2.45,-2.13,-0.78,0.03,0.04,0.07,-0.85,9798.87,2.29,,2026-08-23
797,2026-08-23 02:00:00+00:00,ETHUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,73.49,2.5,183.73,0.58,0.76,2.41,-0.44,0.58,1.07,0.15,0.18,0.33,0.74,9799.61,2.28,,2026-08-23
798,2026-08-23 02:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,12.25,1.0,12.25,1.86,1.59,3.19,-1.08,1.86,0.23,0.01,0.01,0.02,0.21,9799.81,2.28,,2026-08-23
799,2026-08-23 02:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,147.0,5.0,734.99,0.25,0.2,1.99,-0.2,0.25,1.82,0.59,0.73,1.32,0.5,9800.31,2.28,,2026-08-23
800,2026-08-23 03:15:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,24.5,2.5,61.25,1.95,1.25,2.77,-1.27,1.95,1.2,0.05,0.06,0.11,1.09,9801.39,2.26,,2026-08-23
801,2026-08-23 03:30:00+00:00,SOLUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,73.51,2.5,183.78,1.23,1.8,2.06,-0.82,1.23,2.27,0.15,0.18,0.33,1.94,9803.33,2.25,,2026-08-23
802,2026-08-23 08:15:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,24.51,2.5,61.27,1.14,0.66,3.23,-0.7,1.14,0.7,0.05,0.06,0.11,0.59,9803.92,2.24,,2026-08-23
803,2026-08-23 08:15:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,36.76,1.0,36.76,2.59,1.75,4.91,-0.72,2.59,0.95,0.03,0.04,0.07,0.89,9804.8,2.23,,2026-08-23
804,2026-08-23 08:30:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,36.77,1.0,36.77,2.26,1.53,3.46,-1.04,2.26,0.83,0.03,0.04,0.07,0.76,9805.57,2.22,,2026-08-23
805,2026-08-23 09:00:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,12.26,1.0,12.26,2.36,0.82,2.79,-0.43,2.36,0.29,0.01,0.01,0.02,0.27,9805.83,2.22,,2026-08-23
806,2026-08-23 09:15:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,73.54,2.5,183.86,0.77,0.56,1.96,-0.12,0.77,1.42,0.15,0.18,0.33,1.09,9806.92,2.21,,2026-08-23
807,2026-08-23 16:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,12.26,1.0,12.26,1.19,1.28,0.24,-0.85,-0.49,-0.06,0.01,0.01,0.02,-0.08,9806.84,2.21,,2026-08-23
808,2026-08-23 17:15:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,36.78,1.0,36.78,2.14,0.88,0.41,-0.64,-0.15,-0.06,0.03,0.04,0.07,-0.12,9806.72,2.21,,2026-08-23
809,2026-08-23 18:00:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,36.78,1.0,36.78,2.34,1.3,0.21,-0.82,-0.83,-0.31,0.03,0.04,0.07,-0.37,9806.35,2.22,,2026-08-23
810,2026-08-23 19:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,12.26,1.0,12.26,1.08,1.07,0.19,-0.13,0.0,0.0,0.01,0.01,0.02,-0.02,9806.32,2.22,,2026-08-23
811,2026-08-23 19:15:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,24.52,2.5,61.29,1.49,1.37,0.67,-0.69,-0.19,-0.12,0.05,0.06,0.11,-0.23,9806.1,2.22,,2026-08-23
812,2026-08-23 19:15:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,147.09,5.0,735.46,0.51,0.48,0.12,-0.07,0.0,0.0,0.59,0.74,1.32,-1.32,9804.77,2.23,,2026-08-23
813,2026-08-23 19:30:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,36.77,1.0,36.77,1.8,0.92,0.0,-0.98,0.0,0.0,0.03,0.04,0.07,-0.07,9804.71,2.23,,2026-08-23
814,2026-08-23 19:30:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,73.54,2.5,183.84,1.53,0.52,0.05,-0.49,0.0,0.0,0.15,0.18,0.33,-0.33,9804.38,2.24,,2026-08-23
815,2026-08-23 19:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,12.26,1.0,12.26,1.2,1.07,0.44,-0.71,-0.43,-0.05,0.01,0.01,0.02,-0.07,9804.3,2.24,,2026-08-23
816,2026-08-23 19:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,147.06,5.0,735.32,0.55,0.64,0.33,-0.42,0.0,0.0,0.59,0.74,1.32,-1.32,9802.98,2.25,,2026-08-23
817,2026-08-23 20:45:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,36.76,1.0,36.76,1.45,0.87,1.82,-0.15,1.45,0.53,0.03,0.04,0.07,0.47,9803.44,2.24,,2026-08-23
818,2026-08-23 21:00:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,36.76,1.0,36.76,2.22,1.67,1.72,-1.28,-0.58,-0.21,0.03,0.04,0.07,-0.28,9803.16,2.25,,2026-08-23
819,2026-08-23 21:00:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,147.05,3.0,441.14,1.78,1.07,0.63,-0.61,-0.23,-1.01,0.35,0.44,0.79,-1.81,9801.36,2.27,,2026-08-23
820,2026-08-24 00:00:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,147.02,5.0,735.1,0.78,0.6,1.83,-0.37,0.78,5.73,0.59,0.74,1.32,4.4,9805.76,2.22,,2026-08-24
821,2026-08-24 00:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,12.26,1.0,12.26,1.75,1.51,2.12,-0.68,1.75,0.21,0.01,0.01,0.02,0.19,9805.95,2.22,,2026-08-24
822,2026-08-24 00:15:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,24.51,2.5,61.29,1.91,1.53,2.53,-0.8,1.91,1.17,0.05,0.06,0.11,1.06,9807.01,2.21,,2026-08-24
823,2026-08-24 00:30:00+00:00,ETHUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,73.55,2.5,183.88,0.79,0.77,0.07,-0.59,0.0,0.0,0.15,0.18,0.33,-0.33,9806.68,2.21,,2026-08-24
824,2026-08-24 00:30:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,147.1,5.0,735.5,0.7,0.63,0.73,-0.62,0.7,5.13,0.59,0.74,1.32,3.8,9810.49,2.17,,2026-08-24
825,2026-08-24 00:45:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,12.26,1.0,12.26,1.14,0.83,0.08,-0.92,-0.45,-0.06,0.01,0.01,0.02,-0.08,9810.41,2.18,,2026-08-24
826,2026-08-24 01:15:00+00:00,ETHUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,73.58,2.5,183.95,0.84,0.83,0.81,-0.39,-0.54,-0.99,0.15,0.18,0.33,-1.32,9809.08,2.19,,2026-08-24
827,2026-08-24 05:00:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,36.78,1.0,36.78,1.94,1.42,0.15,-1.28,-1.26,-0.46,0.03,0.04,0.07,-0.53,9808.55,2.19,,2026-08-24
828,2026-08-24 05:15:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,24.52,2.5,61.3,1.66,0.59,3.36,-0.58,1.66,1.02,0.05,0.06,0.11,0.91,9809.46,2.18,,2026-08-24
829,2026-08-24 06:15:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,73.57,2.5,183.93,1.13,0.44,0.55,-0.17,-0.14,-0.26,0.15,0.18,0.33,-0.59,9808.87,2.19,,2026-08-24
830,2026-08-24 06:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,12.26,1.0,12.26,1.09,1.36,1.35,-1.38,1.09,0.13,0.01,0.01,0.02,0.11,9808.98,2.19,,2026-08-24
831,2026-08-24 07:00:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,147.13,3.0,441.4,1.82,1.17,0.13,-0.87,-1.35,-5.96,0.35,0.44,0.79,-6.75,9802.23,2.26,,2026-08-24
832,2026-08-24 07:00:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,36.76,1.0,36.76,2.29,1.74,0.41,-1.12,-1.4,-0.51,0.03,0.04,0.07,-0.58,9801.65,2.26,,2026-08-24
833,2026-08-24 07:45:00+00:00,SOLUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,73.51,2.5,183.78,1.11,0.8,0.9,-0.35,-0.49,-0.9,0.15,0.18,0.33,-1.23,9800.42,2.27,,2026-08-24
834,2026-08-24 07:45:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,24.5,2.5,61.25,1.4,1.32,1.53,-0.59,1.4,0.86,0.05,0.06,0.11,0.75,9801.16,2.27,,2026-08-24
835,2026-08-24 08:15:00+00:00,BTCUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,73.51,2.5,183.77,0.77,0.86,0.11,-0.42,-0.64,-1.18,0.15,0.18,0.33,-1.51,9799.66,2.28,,2026-08-24
836,2026-08-24 09:15:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,146.99,3.0,440.98,2.29,0.87,3.14,-0.49,2.29,10.09,0.35,0.44,0.79,9.29,9808.95,2.19,,2026-08-24
837,2026-08-24 09:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,73.57,2.5,183.92,1.07,0.56,3.27,-0.09,1.07,1.97,0.15,0.18,0.33,1.64,9810.59,2.17,,2026-08-24
838,2026-08-24 10:00:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,36.79,1.0,36.79,2.28,1.47,2.86,-1.1,2.28,0.84,0.03,0.04,0.07,0.77,9811.36,2.17,,2026-08-24
839,2026-08-24 11:30:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,36.79,1.0,36.79,2.2,1.92,0.74,-1.6,-1.95,-0.72,0.03,0.04,0.07,-0.78,9810.58,2.17,,2026-08-24
840,2026-08-24 14:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,12.26,1.0,12.26,1.61,0.98,0.82,-0.11,-0.13,-0.02,0.01,0.01,0.02,-0.04,9810.54,2.17,,2026-08-24
841,2026-08-24 14:30:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,36.79,1.0,36.79,1.64,1.18,0.74,-0.85,-0.89,-0.33,0.03,0.04,0.07,-0.39,9810.15,2.18,,2026-08-24
842,2026-08-24 15:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,12.26,1.0,12.26,1.89,1.37,3.55,-1.16,1.89,0.23,0.01,0.01,0.02,0.21,9810.36,2.18,,2026-08-24
843,2026-08-24 16:45:00+00:00,ETHUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,73.58,2.5,183.94,1.03,1.27,0.95,-0.52,-0.13,-0.24,0.15,0.18,0.33,-0.57,9809.79,2.18,,2026-08-24
844,2026-08-24 17:15:00+00:00,SOLUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,73.57,2.5,183.93,1.32,2.01,0.12,-1.24,-1.09,-2.0,0.15,0.18,0.33,-2.34,9807.45,2.2,,2026-08-24
845,2026-08-24 17:15:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,24.52,2.5,61.3,2.47,2.37,0.21,-1.83,-1.07,-0.66,0.05,0.06,0.11,-0.77,9806.69,2.21,,2026-08-24
846,2026-08-24 17:30:00+00:00,BTCUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,73.55,2.5,183.88,0.81,0.89,0.19,-0.27,-0.44,-0.81,0.15,0.18,0.33,-1.14,9805.55,2.22,,2026-08-24
847,2026-08-24 19:30:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,12.26,1.0,12.26,2.35,0.89,7.06,-0.55,2.35,0.29,0.01,0.01,0.02,0.27,9805.81,2.22,,2026-08-24
848,2026-08-24 21:30:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,24.51,2.5,61.29,0.9,0.45,0.25,-0.14,-0.26,-0.16,0.05,0.06,0.11,-0.27,9805.54,2.22,,2026-08-24
849,2026-08-24 21:45:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,73.54,2.5,183.85,0.67,0.34,0.08,-0.08,0.0,0.0,0.15,0.18,0.33,-0.33,9805.21,2.23,,2026-08-24
850,2026-08-24 22:00:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,73.54,2.5,183.85,1.13,0.75,0.37,-0.12,-0.28,-0.51,0.15,0.18,0.33,-0.85,9804.36,2.24,,2026-08-24
851,2026-08-24 22:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,147.07,5.0,735.33,0.42,0.32,0.31,-0.15,-0.11,-0.81,0.59,0.74,1.32,-2.13,9802.23,2.26,,2026-08-24
852,2026-08-24 22:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,12.25,1.0,12.25,1.0,0.75,0.39,-0.33,-0.19,-0.02,0.01,0.01,0.02,-0.05,9802.19,2.26,,2026-08-24
853,2026-08-24 22:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,147.03,5.0,735.16,0.59,0.56,0.14,-0.24,-0.14,-1.03,0.59,0.74,1.32,-2.35,9799.83,2.28,,2026-08-24
854,2026-08-24 23:15:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,24.5,2.5,61.25,0.72,0.49,1.99,-0.44,0.72,0.44,0.05,0.06,0.11,0.33,9800.16,2.28,,2026-08-24
855,2026-08-24 23:30:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,36.75,1.0,36.75,1.17,0.84,3.41,-0.34,1.17,0.43,0.03,0.04,0.07,0.36,9800.53,2.27,,2026-08-24
856,2026-08-24 23:45:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,73.5,2.5,183.76,1.08,0.42,0.11,-0.21,-0.04,-0.07,0.15,0.18,0.33,-0.4,9800.12,2.28,,2026-08-24
857,2026-08-25 00:00:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,36.75,1.0,36.75,1.67,1.02,4.33,-0.75,1.67,0.61,0.03,0.04,0.07,0.55,9800.67,2.27,,2026-08-25
858,2026-08-25 00:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,147.01,5.0,735.05,0.41,0.39,0.11,-0.21,0.0,0.0,0.59,0.74,1.32,-1.32,9799.35,2.29,,2026-08-25
859,2026-08-25 00:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,73.5,2.5,183.74,1.39,0.74,2.39,-0.79,1.39,2.56,0.15,0.18,0.33,2.23,9801.58,2.26,,2026-08-25
860,2026-08-25 06:45:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,24.5,2.5,61.26,1.63,1.06,3.95,-0.61,1.63,1.0,0.05,0.06,0.11,0.89,9802.46,2.25,,2026-08-25
861,2026-08-25 07:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,12.25,1.0,12.25,1.72,1.7,6.6,-1.52,1.72,0.21,0.01,0.01,0.02,0.19,9802.65,2.25,,2026-08-25
862,2026-08-25 07:45:00+00:00,SOLUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,73.52,2.5,183.8,1.75,1.92,4.01,-1.55,1.75,3.22,0.15,0.18,0.33,2.89,9805.54,2.22,,2026-08-25
863,2026-08-25 07:45:00+00:00,ETHUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,73.54,2.5,183.85,0.79,1.35,1.57,-0.83,0.79,1.46,0.15,0.18,0.33,1.13,9806.67,2.21,,2026-08-25
864,2026-08-25 07:45:00+00:00,BTCUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,73.55,2.5,183.88,0.99,1.28,1.99,-1.03,0.99,1.81,0.15,0.18,0.33,1.48,9808.15,2.2,,2026-08-25
865,2026-08-25 15:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,73.56,2.5,183.9,1.12,0.71,0.21,-0.31,-0.31,-0.57,0.15,0.18,0.33,-0.9,9807.25,2.21,,2026-08-25
866,2026-08-25 15:45:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,24.52,2.5,61.3,1.28,0.76,0.11,-0.42,-0.29,-0.18,0.05,0.06,0.11,-0.29,9806.96,2.21,,2026-08-25
867,2026-08-25 16:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,147.1,5.0,735.52,0.51,0.49,2.27,-0.36,0.51,3.78,0.59,0.74,1.32,2.45,9809.41,2.19,,2026-08-25
868,2026-08-25 17:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,147.14,5.0,735.71,0.46,0.58,0.27,-0.24,-0.35,-2.57,0.59,0.74,1.32,-3.9,9805.52,2.22,,2026-08-25
869,2026-08-25 17:45:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,36.77,1.0,36.77,1.22,0.91,0.42,-0.26,-0.4,-0.15,0.03,0.04,0.07,-0.21,9805.3,2.23,,2026-08-25
870,2026-08-25 18:00:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,73.54,2.5,183.85,0.58,0.49,0.08,-0.13,-0.2,-0.37,0.15,0.18,0.33,-0.7,9804.6,2.23,,2026-08-25
871,2026-08-25 18:15:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,147.07,3.0,441.21,1.53,1.08,0.11,-0.31,-0.85,-3.75,0.35,0.44,0.79,-4.54,9800.06,2.28,,2026-08-25
872,2026-08-25 19:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,147.0,5.0,735.0,0.47,0.56,1.37,-0.38,0.47,3.48,0.59,0.74,1.32,2.16,9802.22,2.26,,2026-08-25
873,2026-08-25 19:30:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,24.51,2.5,61.26,0.88,1.09,4.19,-0.55,0.88,0.54,0.05,0.06,0.11,0.43,9802.64,2.25,,2026-08-25
874,2026-08-25 19:30:00+00:00,SOLUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,73.52,2.5,183.8,1.15,1.35,2.28,-0.52,1.15,2.11,0.15,0.18,0.33,1.78,9804.42,2.23,,2026-08-25
875,2026-08-26 01:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,73.53,2.5,183.83,0.61,0.42,0.48,-0.2,0.16,0.29,0.15,0.18,0.33,-0.04,9804.39,2.24,,2026-08-26
876,2026-08-26 01:30:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,24.51,2.5,61.28,1.11,0.55,0.62,-0.18,0.27,0.17,0.05,0.06,0.11,0.06,9804.44,2.23,,2026-08-26
877,2026-08-26 02:15:00+00:00,SOLUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,147.07,3.0,441.2,1.26,0.91,0.01,-0.66,-0.43,-1.9,0.35,0.44,0.79,-2.69,9801.75,2.26,,2026-08-26
