Direction,Type,Target,Max_Depth,Min_Samples_Leaf,Score,Time_s
SHORT,Regression,quality,4,10,0.05374763883871041,7.662073373794556
SHORT,Regression,quality,4,20,0.055572731380833164,7.640681982040405
SHORT,Regression,quality,5,1,0.05151701069618788,9.457138538360596
SHORT,Regression,quality,5,5,0.05805662425220563,9.361165761947632
SHORT,Regression,quality,5,10,0.059130154792843226,9.347022771835327
SHORT,Regression,quality,5,20,0.059783250409620736,9.205722332000732
SHORT,Regression,quality,6,1,0.053403388964428866,10.566208124160767
SHORT,Regression,quality,6,5,0.060989414108620466,10.64814019203186
SHORT,Regression,quality,6,10,0.06134616988849868,10.606107234954834
SHORT,Regression,quality,6,20,0.06257313596580202,10.537615776062012
SHORT,Regression,quality,7,1,0.04628018908580196,12.095181941986084
SHORT,Regression,quality,7,5,0.0627995977292138,12.073133707046509
SHORT,Regression,quality,7,10,0.06488812484763765,11.82584547996521
SHORT,Regression,quality,7,20,0.06461841853467132,11.778974294662476
SHORT,Regression,danger,2,1,0.4238955468148034,14.967562913894653
SHORT,Regression,danger,2,5,0.42422974773921246,15.265594244003296
SHORT,Regression,danger,2,10,0.42383611294319035,15.02670955657959
SHORT,Regression,danger,2,20,0.4237355174620763,15.094428777694702
SHORT,Regression,danger,3,1,0.4666814288149772,21.59515929222107
SHORT,Regression,danger,3,5,0.46647859379338863,21.46545720100403
SHORT,Regression,danger,3,10,0.4658516124834821,21.480504035949707
SHORT,Regression,danger,3,20,0.46539058499318847,21.65513277053833
SHORT,Regression,danger,4,1,0.4858911001679691,28.860156297683716
SHORT,Regression,danger,4,5,0.4865312954491072,28.95785689353943
SHORT,Regression,danger,4,10,0.4870420883369406,28.692962646484375
SHORT,Regression,danger,4,20,0.4866383206472329,28.174606323242188
SHORT,Regression,danger,5,1,0.4977917737189285,34.49177050590515
SHORT,Regression,danger,5,5,0.4980445253324818,34.33542561531067
SHORT,Regression,danger,5,10,0.4980067748138778,34.15871572494507
SHORT,Regression,danger,5,20,0.4962669468153635,33.77328181266785
SHORT,Regression,danger,6,1,0.5012809431383862,40.91121530532837
SHORT,Regression,danger,6,5,0.5026992514316342,40.27969479560852
SHORT,Regression,danger,6,10,0.5027280225663465,40.66420125961304
SHORT,Regression,danger,6,20,0.5014122086135175,39.57245683670044
SHORT,Regression,danger,7,1,0.5047487359016581,46.289966344833374
SHORT,Regression,danger,7,5,0.5055229955890529,46.583526849746704
SHORT,Regression,danger,7,10,0.5052551867573061,47.79475688934326
SHORT,Regression,danger,7,20,0.5042978902504898,46.1097526550293
SHORT,Regression,entry_timing,2,1,0.005278158881318817,4.001782655715942
SHORT,Regression,entry_timing,2,5,0.005232487690904608,3.961944818496704
SHORT,Regression,entry_timing,2,10,0.0054554561336627614,4.033991575241089
SHORT,Regression,entry_timing,2,20,0.005568790738899732,3.928356885910034
SHORT,Regression,entry_timing,3,1,0.008044167005024994,5.014359712600708
SHORT,Regression,entry_timing,3,5,0.008307577689118073,4.974203586578369
SHORT,Regression,entry_timing,3,10,0.00860452187350631,4.973403692245483
SHORT,Regression,entry_timing,3,20,0.008766554531517423,4.9832518100738525
SHORT,Regression,entry_timing,4,1,0.009701435411267268,6.165175199508667
SHORT,Regression,entry_timing,4,5,0.010294528596667952,6.198784351348877
SHORT,Regression,entry_timing,4,10,0.010750388948429057,6.169096231460571
SHORT,Regression,entry_timing,4,20,0.01103558082199052,5.992224216461182
